"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","mean","lowerci","upperci","97.5%"
"156","CNAD8","2800_28_2","10",3285,28,"T90","N","PAST","D","2800","28","AD_N",9.482,"symb",39.7719968711224,"3285_28",-149.654919665677,-393.603057890139,102.79847527614
"157","CNAD9","400_28_2","6",447,28,"T90","N","PAST","D","400","28","AD_N",12.847,"symb",13.5926630778773,"447_28",-0.527101519044437,-244.943094151813,241.206013969262
"158","CNAE11","400_28_3","6",447,28,"T90","N","PAST","E","400","28","AE_N",9.245,"symb",26.5884833119011,"447_28",-0.527101519044437,-244.943094151813,241.206013969262
"159","CNAE2","280_28_3","4",288,28,"T90","N","PAST","E","280","28","AE_N",8.297,"symb",30.3467773984636,"288_28",165.11130077736,-75.9408176616833,414.034910184581
"160","CNAE5","700_31_3","8.5",701,31,"T90","N","PAST","E","700","31","AE_N",9.883,"symb",35.4650163743082,"701_31",3.35323610394807,-299.31709339573,286.151566121631
"161","CNAE6","700_28_3","8",673,28,"T90","N","PAST","E","700","28","AE_N",9.108,"symb",39.2045693879478,"673_28",2.95606791081685,-256.713884064088,262.849098059542
"162","CNAE7","2800_31_3","10.5",3309,31,"T90","N","PAST","E","2800","31","AE_N",7.256,"symb",16.4550893832883,"3309_31",-149.257751472546,-446.62802373137,146.973654876556
"163","CNAE8","2800_28_3","10",3285,28,"T90","N","PAST","E","2800","28","AE_N",7.201,"symb",5.17873145418049,"3285_28",-149.654919665677,-393.603057890139,102.79847527614
"164","CNAF1","280_31_3","4.5",311,31,"T90","N","PAST","F","280","31","AF_N",13.161,"symb",25.0956990110584,"311_31",165.508468970491,-144.860528973149,451.509986265941
"165","CNAF10","400_28_3","6",447,28,"T90","N","PAST","F","400","28","AF_N",7.282,"symb",23.0728830512895,"447_28",-0.527101519044437,-244.943094151813,241.206013969262
"166","CNAF11","2800_28_3","10",3285,28,"T90","N","PAST","F","2800","28","AF_N",13.133,"symb",28.8658238360642,"3285_28",-149.654919665677,-393.603057890139,102.79847527614
"167","CNAF5","700_31_3","8.5",701,31,"T90","N","PAST","F","700","31","AF_N",11.216,"symb",41.4584180362838,"701_31",3.35323610394807,-299.31709339573,286.151566121631
"168","CNAF6","700_28_3","8",673,28,"T90","N","PAST","F","700","28","AF_N",12.997,"symb",6.11399713105632,"673_28",2.95606791081685,-256.713884064088,262.849098059542
"169","CNAF7","2800_31_3","10.5",3309,31,"T90","N","PAST","F","2800","31","AF_N",10.895,"symb",11.6480279146858,"3309_31",-149.257751472546,-446.62802373137,146.973654876556
"170","CNPA1","400_28_1","6",447,28,"T90","N","PSTR","A","400","28","PA_N",9.378,"symb",89.9076639177653,"447_28",110.820882205193,-143.319237379845,368.548585019942
"171","CNPA13","700_28_1","8",673,28,"T90","N","PSTR","A","700","28","PA_N",10.623,"symb",38.4837575064132,"673_28",114.304051635055,-134.847145101774,359.363641953943
"172","CNPA2","280_28_1","4",288,28,"T90","N","PSTR","A","280","28","PA_N",10.66,"symb",18.0896087620987,"288_28",276.459284501598,37.0298174562255,526.078216879465
"173","CNPA6","2800_28_1","10",3285,28,"T90","N","PSTR","A","2800","28","PA_N",13.452,"symb",60.687675904122,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"174","CNPB1","400_28_1","6",447,28,"T90","N","PSTR","B","400","28","PB_N",11.973,"symb",68.5183812934673,"447_28",110.820882205193,-143.319237379845,368.548585019942
"175","CNPB2","280_28_1","4",288,28,"T90","N","PSTR","B","280","28","PB_N",13.278,"symb",82.9014171895992,"288_28",276.459284501598,37.0298174562255,526.078216879465
"176","CNPB20","280_31_1","4.5",311,31,"T90","N","PSTR","B","280","31","PB_N",2.963,"symb",4782.54202242408,"311_31",1453.0159374829,1161.45571441129,1748.78733652638
"177","CNPB3","400_31_1","6.5",405,31,"T90","N","PSTR","B","400","31","PB_N",12.758,"symb",488.50121632497,"405_31",1287.37753518649,991.234864449285,1582.53031523472
"178","CNPB5","700_31_1","8.5",701,31,"T90","N","PSTR","B","700","31","PB_N",13.166,"symb",976.440714850283,"701_31",1290.86070461636,993.523803932834,1586.35859200707
"179","CNPB6","700_28_1","8",673,28,"T90","N","PSTR","B","700","28","PB_N",11.874,"symb",34.5693343085483,"673_28",114.304051635055,-134.847145101774,359.363641953943
"180","CNPB7","2800_31_1","10.5",3309,31,"T90","N","PSTR","B","2800","31","PB_N",11.55,"symb",35.260023480811,"3309_31",1138.24971703986,856.374829335488,1421.24021163363
"181","CNPB8","2800_28_1","10",3285,28,"T90","N","PSTR","B","2800","28","PB_N",10.855,"symb",69.1921367978202,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"182","CNPC6","700_28_2","8",673,28,"T90","N","PSTR","C","700","28","PC_N",9.106,"symb",577.092750061066,"673_28",114.304051635055,-134.847145101774,359.363641953943
"183","CNPC8","2800_28_2","10",3285,28,"T90","N","PSTR","C","2800","28","PC_N",8.709,"symb",22.88985500968,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"184","CNPD1","280_31_2","4.5",311,31,"T90","N","PSTR","D","280","31","PD_N",11.375,"symb",728.46826694867,"311_31",1453.0159374829,1161.45571441129,1748.78733652638
"185","CNPD2","280_28_2","4",288,28,"T90","N","PSTR","D","280","28","PD_N",9.539,"symb",61.394648721696,"288_28",276.459284501598,37.0298174562255,526.078216879465
"186","CNPD2","280_28_2","4",288,28,"T90","N","PSTR","D","280","28","PD_N",9.539,"symb",61.394648721696,"288_28",276.459284501598,37.0298174562255,526.078216879465
"187","CNPD3","400_31_2","6.5",405,31,"T90","N","PSTR","D","400","31","PD_N",10.293,"symb",42.2099064997009,"405_31",1287.37753518649,991.234864449285,1582.53031523472
"188","CNPD5","700_31_2","8.5",701,31,"T90","N","PSTR","D","700","31","PD_N",9.488,"symb",48.9537089365893,"701_31",1290.86070461636,993.523803932834,1586.35859200707
"189","CNPD6","700_28_2","8",673,28,"T90","N","PSTR","D","700","28","PD_N",9.298,"symb",50.9032141187504,"673_28",114.304051635055,-134.847145101774,359.363641953943
"190","CNPD7","2800_31_2","10.5",3309,31,"T90","N","PSTR","D","2800","31","PD_N",9.259,"symb",20.7543099672479,"3309_31",1138.24971703986,856.374829335488,1421.24021163363
"191","CNPD8","2800_28_2","10",3285,28,"T90","N","PSTR","D","2800","28","PD_N",10.323,"symb",85.3485077742672,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"192","CNPE1","280_31_3","4.5",311,31,"T90","N","PSTR","E","280","31","PE_N",9.047,"symb",575.257599284521,"311_31",1453.0159374829,1161.45571441129,1748.78733652638
"193","CNPE12","2800_31_3","10.5",3309,31,"T90","N","PSTR","E","2800","31","PE_N",10.657,"symb",101.18224561443,"3309_31",1138.24971703986,856.374829335488,1421.24021163363
"194","CNPE2","280_28_3","4",288,28,"T90","N","PSTR","E","280","28","PE_N",9.957,"symb",101.466956268983,"288_28",276.459284501598,37.0298174562255,526.078216879465
"195","CNPE3","400_31_3","6.5",405,31,"T90","N","PSTR","E","400","31","PE_N",9.791,"symb",274.838000005909,"405_31",1287.37753518649,991.234864449285,1582.53031523472
"196","CNPE5","700_31_3","8.5",701,31,"T90","N","PSTR","E","700","31","PE_N",9.326,"symb",387.858324151923,"701_31",1290.86070461636,993.523803932834,1586.35859200707
"197","CNPE6","700_28_3","8",673,28,"T90","N","PSTR","E","700","28","PE_N",9.914,"symb",32.9569636967791,"673_28",114.304051635055,-134.847145101774,359.363641953943
"198","CNPE8","2800_28_3","10",3285,28,"T90","N","PSTR","E","2800","28","PE_N",9.476,"symb",104.071106426557,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"199","CNPF1","280_31_3","4.5",311,31,"T90","N","PSTR","F","280","31","PF_N",10.141,"symb",7196.00516828572,"311_31",1453.0159374829,1161.45571441129,1748.78733652638
"200","CNPF2","280_28_3","4",288,28,"T90","N","PSTR","F","280","28","PF_N",12.097,"symb",138.910600395756,"288_28",276.459284501598,37.0298174562255,526.078216879465
"201","CNPF6","700_28_3","8",673,28,"T90","N","PSTR","F","700","28","PF_N",9.59,"symb",49.3266222685844,"673_28",114.304051635055,-134.847145101774,359.363641953943
"202","CNPF8","2800_28_3","10",3285,28,"T90","N","PSTR","F","2800","28","PF_N",13.066,"symb",54.9507982615659,"3285_28",-38.3069359414391,-270.880678181161,192.578680473412
"203","CNSA1","280_31_1","4.5",311,31,"T90","N","SSID","A","280","31","SA_N",9.448,"symb",56.7292936785381,"311_31",223.482735891833,-35.4755060290083,462.012971034629
"204","CNSA17","400_28_1","6",447,28,"T90","N","SSID","A","400","28","SA_N",6.707,"symb",30.1386147001646,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"205","CNSA18","2800_31_1","10.5",3309,31,"T90","N","SSID","A","2800","31","SA_N",8.888,"symb",34.7653560872407,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"206","CNSA5","700_31_1","8.5",701,31,"T90","N","SSID","A","700","31","SA_N",8.813,"symb",48.404191205474,"701_31",61.3275030252897,-186.911834378099,302.708187423938
"207","CNSA6","700_28_1","8",673,28,"T90","N","SSID","A","700","28","SA_N",7.59,"symb",28.5621011810097,"673_28",29.6372064487309,-212.050277478462,279.083636573295
"208","CNSA7","2800_28_1","10",3285,28,"T90","N","SSID","A","2800","28","SA_N",7.103,"symb",41.6784867595345,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"209","CNSB1","280_31_1","4.5",311,31,"T90","N","SSID","B","280","31","SB_N",11.196,"symb",58.200170923172,"311_31",223.482735891833,-35.4755060290083,462.012971034629
"210","CNSB16","400_31_3","6.5",405,31,"T90","N","SSID","B","400","31","SB_N",11.49,"symb",39.5378309703803,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"211","CNSB2","280_28_1","4",288,28,"T90","N","SSID","B","280","28","SB_N",10.862,"symb",42.3996363519025,"288_28",191.792439315274,-49.0230366800342,432.837004061287
"212","CNSB20","2800_31_1","10.5",3309,31,"T90","N","SSID","B","2800","31","SB_N",6.394,"symb",36.6613916013329,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"213","CNSB3","400_31_1","6.5",405,31,"T90","N","SSID","B","400","31","SB_N",11.577,"symb",42.7786823136174,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"214","CNSB5","700_31_1","8.5",701,31,"T90","N","SSID","B","700","31","SB_N",11.107,"symb",35.5730862139117,"701_31",61.3275030252897,-186.911834378099,302.708187423938
"215","CNSB6","700_28_1","8",673,28,"T90","N","SSID","B","700","28","SB_N",10.674,"symb",49.0458927144775,"673_28",29.6372064487309,-212.050277478462,279.083636573295
"216","CNSB7","400_28_1","6",447,28,"T90","N","SSID","B","400","28","SB_N",12.183,"symb",31.046950988534,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"217","CNSB7","400_28_1","6",447,28,"T90","N","SSID","B","400","28","SB_N",12.183,"symb",31.046950988534,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"218","CNSB8","2800_28_1","10",3285,28,"T90","N","SSID","B","2800","28","SB_N",9.859,"symb",25.5465877408772,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"219","CNSC3","400_31_2","6.5",405,31,"T90","N","SSID","C","400","31","SC_N",7.851,"symb",35.3444913000157,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"220","CNSC5","700_31_2","8.5",701,31,"T90","N","SSID","C","700","31","SC_N",9.474,"symb",26.7297958549891,"701_31",61.3275030252897,-186.911834378099,302.708187423938
"221","CNSC6","700_28_2","8",673,28,"T90","N","SSID","C","700","28","SC_N",10.399,"symb",21.7447906049785,"673_28",29.6372064487309,-212.050277478462,279.083636573295
"222","CNSC7","2800_31_2","10.5",3309,31,"T90","N","SSID","C","2800","31","SC_N",9.315,"symb",22.9315414390148,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"223","CNSC8","2800_28_2","10",3285,28,"T90","N","SSID","C","2800","28","SC_N",8.767,"symb",19.4053227070971,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"224","CNSD1","280_31_2","4.5",311,31,"T90","N","SSID","D","280","31","SD_N",9.161,"symb",82.9251530745286,"311_31",223.482735891833,-35.4755060290083,462.012971034629
"225","CNSD1","280_31_2","4.5",311,31,"T90","N","SSID","D","280","31","SD_N",9.161,"symb",82.9251530745286,"311_31",223.482735891833,-35.4755060290083,462.012971034629
"226","CNSD2","280_28_2","4",288,28,"T90","N","SSID","D","280","28","SD_N",8.986,"symb",49.0091350020477,"288_28",191.792439315274,-49.0230366800342,432.837004061287
"227","CNSD3","400_31_2","6.5",405,31,"T90","N","SSID","D","400","31","SD_N",9.112,"symb",21.5771800999054,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"228","CNSD5","700_31_2","8.5",701,31,"T90","N","SSID","D","700","31","SD_N",10.957,"symb",23.995938197954,"701_31",61.3275030252897,-186.911834378099,302.708187423938
"229","CNSD6","700_28_2","8",673,28,"T90","N","SSID","D","700","28","SD_N",8.568,"symb",30.9276031748772,"673_28",29.6372064487309,-212.050277478462,279.083636573295
"230","CNSD7","2800_31_2","10.5",3309,31,"T90","N","SSID","D","2800","31","SD_N",8.368,"symb",37.2271664016062,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"231","CNSD8","2800_28_2","10",3285,28,"T90","N","SSID","D","2800","28","SD_N",8.356,"symb",18.8362268408461,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"232","CNSD9","400_28_2","6",447,28,"T90","N","SSID","D","400","28","SD_N",8.1,"symb",50.3822470004452,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"233","CNSE11","280_28_3","4",288,28,"T90","N","SSID","E","280","28","SE_N",10.4,"symb",4.25552512335874,"288_28",191.792439315274,-49.0230366800342,432.837004061287
"234","CNSE11","280_28_3","4",288,28,"T90","N","SSID","E","280","28","SE_N",10.4,"symb",4.25552512335874,"288_28",191.792439315274,-49.0230366800342,432.837004061287
"235","CNSE20","400_31_3","6.5",405,31,"T90","N","SSID","E","400","31","SE_N",11.112,"symb",32.5978069114893,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"236","CNSE21","400_31_3","6.5",405,31,"T90","N","SSID","E","400","31","SE_N",9.522,"symb",33.1588864209233,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"237","CNSE21","400_31_3","6.5",405,31,"T90","N","SSID","E","400","31","SE_N",9.522,"symb",33.1588864209233,"405_31",57.8443335954284,-185.969460694771,295.868988001173
"238","CNSE22","400_28_3","6",447,28,"T90","N","SSID","E","400","28","SE_N",8.415,"symb",43.6062073260678,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"239","CNSE23","2800_28_3","10",3285,28,"T90","N","SSID","E","2800","28","SE_N",10.929,"symb",16.9183443055102,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"240","CNSE5","700_31_3","8.5",701,31,"T90","N","SSID","E","700","31","SE_N",10.615,"symb",505.467643586141,"701_31",61.3275030252897,-186.911834378099,302.708187423938
"241","CNSE7","2800_31_3","10.5",3309,31,"T90","N","SSID","E","2800","31","SE_N",12.69,"symb",55.5988636422605,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"242","CNSF13","700_28_3","8",673,28,"T90","N","SSID","F","700","28","SF_N",8.722,"symb",25.1504853791523,"673_28",29.6372064487309,-212.050277478462,279.083636573295
"243","CNSF15","2800_31_3","10.5",3309,31,"T90","N","SSID","F","2800","31","SF_N",10.255,"symb",20.656638464275,"3309_31",-91.2834845512042,-338.430589003434,147.371308664415
"244","CNSF20","400_28_3","6",447,28,"T90","N","SSID","F","400","28","SF_N",6.942,"symb",30.5893353164589,"447_28",26.1540370188696,-213.752051931201,264.839702888747
"245","CNSF23","280_28_3","4",288,28,"T90","N","SSID","F","280","28","SF_N",7.566,"symb",36.3006211499302,"288_28",191.792439315274,-49.0230366800342,432.837004061287
"246","CNSF24","280_31_3","4.5",311,31,"T90","N","SSID","F","280","31","SF_N",11.243,"symb",34.1085251751145,"311_31",223.482735891833,-35.4755060290083,462.012971034629
"247","CNSF25","2800_28_3","10",3285,28,"T90","N","SSID","F","2800","28","SF_N",9.462,"symb",16.2492248038918,"3285_28",-122.973781127763,-361.86429411553,123.622590798664
"248","CNTA11","400_28_1","6",447,28,"T90","N","UTEN","A","400","28","TA_N",13.82,"symb",704.572580539325,"447_28",112.287544227974,-157.32022631211,382.882574693701
"249","CNTA11","400_28_1","6",447,28,"T90","N","UTEN","A","400","28","TA_N",13.82,"symb",704.572580539325,"447_28",112.287544227974,-157.32022631211,382.882574693701
"250","CNTB2","280_28_1","4",288,28,"T90","N","UTEN","B","280","28","TB_N",19.043,"symb",22.9282272927601,"288_28",277.925946524378,4.72202010617281,540.434705823909
"251","CNTB8","2800_28_1","10",3285,28,"T90","N","UTEN","B","2800","28","TB_N",13.526,"symb",289.342993580105,"3285_28",-36.8402739186587,-324.461997241841,257.408985432218
"252","CNTB8","2800_28_1","10",3285,28,"T90","N","UTEN","B","2800","28","TB_N",13.526,"symb",289.342993580105,"3285_28",-36.8402739186587,-324.461997241841,257.408985432218
"253","CNTB9","400_28_1","6",447,28,"T90","N","UTEN","B","400","28","TB_N",15.733,"symb",70.0133077465216,"447_28",112.287544227974,-157.32022631211,382.882574693701
"254","CNTC10","280_28_3","4",288,28,"T90","N","UTEN","C","280","28","TC_N",5.395,"symb",65.1531362555492,"288_28",277.925946524378,4.72202010617281,540.434705823909
"255","CNTC16","280_28_2","4",288,28,"T90","N","UTEN","C","280","28","TC_N",7.669,"symb",111.556358112008,"288_28",277.925946524378,4.72202010617281,540.434705823909
"256","CNTC2","280_28_2","4",288,28,"T90","N","UTEN","C","280","28","TC_N",20.371,"symb",40.7492916878095,"288_28",277.925946524378,4.72202010617281,540.434705823909
"257","CNTC21","400_28_2","6",447,28,"T90","N","UTEN","C","400","28","TC_N",9.533,"symb",97.0247426907298,"447_28",112.287544227974,-157.32022631211,382.882574693701
"258","CNTC22","280_31_2","4.5",311,31,"T90","N","UTEN","C","280","31","TC_N",10.661,"symb",4933.80231234198,"311_31",1121.9325966704,608.892341760822,1652.6897109696
"259","CNTD1","280_31_2","4.5",311,31,"T90","N","UTEN","D","280","31","TD_N",17.389,"symb",121.759746568425,"311_31",1121.9325966704,608.892341760822,1652.6897109696
"260","CNTD13","400_28_2","6",447,28,"T90","N","UTEN","D","400","28","TD_N",10.053,"symb",60.3919210277541,"447_28",112.287544227974,-157.32022631211,382.882574693701
"261","CNTD15","280_28_3","4",288,28,"T90","N","UTEN","D","280","28","TD_N",3.641,"symb",330.994702501155,"288_28",277.925946524378,4.72202010617281,540.434705823909
"262","CNTD2","280_28_2","4",288,28,"T90","N","UTEN","D","280","28","TD_N",20.952,"symb",71.4612857159544,"288_28",277.925946524378,4.72202010617281,540.434705823909
"263","CNTD5","700_31_2","8.5",701,31,"T90","N","UTEN","D","700","31","TD_N",21.945,"symb",31.8898673967915,"701_31",959.77736380386,400.000695593117,1508.05209049908
"264","CNTD6","700_28_2","8",673,28,"T90","N","UTEN","D","700","28","TD_N",22.357,"symb",25.5512380852237,"673_28",115.770713657835,-179.899611393146,403.015093512369
"265","CNTD8","2800_28_2","10",3285,28,"T90","N","UTEN","D","2800","28","TD_N",26.287,"symb",10.6892492698875,"3285_28",-36.8402739186587,-324.461997241841,257.408985432218
"266","CNTE10","400_28_3","6",447,28,"T90","N","UTEN","E","400","28","TE_N",30.207,"symb",61.6937720502304,"447_28",112.287544227974,-157.32022631211,382.882574693701
"267","CNTE12","280_31_3","4.5",311,31,"T90","N","UTEN","E","280","31","TE_N",15.083,"symb",1022.23399817031,"311_31",1121.9325966704,608.892341760822,1652.6897109696
"268","CNTE15","280_31_3","4.5",311,31,"T90","N","UTEN","E","280","31","TE_N",30.404,"symb",213.878196939639,"311_31",1121.9325966704,608.892341760822,1652.6897109696
"269","CNTE15","280_31_3","4.5",311,31,"T90","N","UTEN","E","280","31","TE_N",30.404,"symb",213.878196939639,"311_31",1121.9325966704,608.892341760822,1652.6897109696
"270","CNTE2","280_28_3","4",288,28,"T90","N","UTEN","E","280","28","TE_N",13.619,"symb",56.8023906426109,"288_28",277.925946524378,4.72202010617281,540.434705823909
"271","CNTE6","700_28_3","8",673,28,"T90","N","UTEN","E","700","28","TE_N",30.319,"symb",36.8256280375706,"673_28",115.770713657835,-179.899611393146,403.015093512369
"272","CNTE8","2800_28_3","10",3285,28,"T90","N","UTEN","E","2800","28","TE_N",22.085,"symb",223.80559446215,"3285_28",-36.8402739186587,-324.461997241841,257.408985432218
"273","CNTF2","280_28_3","4",288,28,"T90","N","UTEN","F","280","28","TF_N",26.052,"symb",307.510061022227,"288_28",277.925946524378,4.72202010617281,540.434705823909
"274","CNTF6","700_28_3","8",673,28,"T90","N","UTEN","F","700","28","TF_N",29.273,"symb",31.8511737252077,"673_28",115.770713657835,-179.899611393146,403.015093512369
"275","CNTF8","2800_28_3","10",3285,28,"T90","N","UTEN","F","2800","28","TF_N",25.133,"symb",27.9545235536653,"3285_28",-36.8402739186587,-324.461997241841,257.408985432218
