"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","mean","lowerci","upperci"
"15","CFAC3","400_31_2","405_31",405,31,"T90","F","PAST","C","400","31","AC_F",10.757,"chla",47.44,42.0662296685428,2.71042403262987,78.6293254879907
"16","CFAC5","700_31_2","701_31",701,31,"T90","F","PAST","C","700","31","AC_F",11.743,"chla",77.802,95.1402230357037,61.4963670477306,127.003072758058
"17","CFAC6","700_28_2","673_28",673,28,"T90","F","PAST","C","700","28","AC_F",10.222,"chla",26.419,33.8060417679335,2.24297208959116,66.5287530418782
"18","CFAC8","2800_28_2","3285_28",3285,28,"T90","F","PAST","C","2800","28","AC_F",9.302,"chla",20.737,27.6203059804206,-0.0267370942111855,56.7140652445206
"19","CFAD12","400_28_2","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",5.764,"chla",120.172,70.2566157779046,43.1275636355089,99.0913828251159
"20","CFAD2","280_28_2","288_28",288,28,"T90","F","PAST","D","280","28","AD_F",8.646,"chla",50.097,76.1782802576005,48.244659533065,104.79227429703
"21","CFAD5","700_31_2","701_31",701,31,"T90","F","PAST","D","700","31","AD_F",9.903,"chla",153.354,95.1402230357037,61.4963670477306,127.003072758058
"22","CFAD6","700_28_2","673_28",673,28,"T90","F","PAST","D","700","28","AD_F",8.446,"chla",26.367,33.8060417679335,2.24297208959116,66.5287530418782
"23","CFAD8","2800_28_2","3285_28",3285,28,"T90","F","PAST","D","2800","28","AD_F",9.366,"chla",21.158,27.6203059804206,-0.0267370942111855,56.7140652445206
"24","CFAD9","400_28_3","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",6.6,"chla",80.502,70.2566157779046,43.1275636355089,99.0913828251159
"25","CFAE10","280_31_3","311_31",311,31,"T90","F","PAST","E","280","31","AE_F",8.362,"chla",188.735,194.674165673922,153.277188871097,236.349780333035
"26","CFAE15","280_28_3","288_28",288,28,"T90","F","PAST","E","280","28","AE_F",8.097,"chla",63.892,76.1782802576005,48.244659533065,104.79227429703
"27","CFAE8","2800_28_3","3285_28",3285,28,"T90","F","PAST","E","2800","28","AE_F",11.355,"chla",8.417,27.6203059804206,-0.0267370942111855,56.7140652445206
"28","CFAF2","280_28_3","288_28",288,28,"T90","F","PAST","F","280","28","AF_F",10.805,"chla",96.569,76.1782802576005,48.244659533065,104.79227429703
"29","CFAF3","400_31_3","405_31",405,31,"T90","F","PAST","F","400","31","AF_F",10.534,"chla",35.792,42.0662296685428,2.71042403262987,78.6293254879907
"30","CFAF5","700_31_3","701_31",701,31,"T90","F","PAST","F","700","31","AF_F",10.342,"chla",96.989,95.1402230357037,61.4963670477306,127.003072758058
"31","CFAF6","700_28_3","673_28",673,28,"T90","F","PAST","F","700","28","AF_F",10.115,"chla",51.663,33.8060417679335,2.24297208959116,66.5287530418782
"32","CFAF8","2800_28_3","3285_28",3285,28,"T90","F","PAST","F","2800","28","AF_F",9.643,"chla",9.929,27.6203059804206,-0.0267370942111855,56.7140652445206
"33","CFAF9","400_28_3","447_28",447,28,"T90","F","PAST","F","400","28","AF_F",5.018,"chla",29.005,70.2566157779046,43.1275636355089,99.0913828251159
"34","CFPA1","280_31_1","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",12.372,"chla",29.623,109.843689496753,76.8077484826825,144.691166688598
"35","CFPA10","2800_28_2","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",14.24,"chla",65.144,73.4760036334468,49.07995122298,99.5222761347104
"36","CFPA11","400_31_2","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",10.967,"chla",5.5,10.9277419423822,-30.5364534107458,51.3645598606462
"37","CFPA12","280_31_2","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"chla",7.846,109.843689496753,76.8077484826825,144.691166688598
"38","CFPA2","280_28_1","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"chla",166.62,193.634305871584,169.123808248009,218.695412491116
"39","CFPA20","700_31_2","701_31",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"chla",28.552,17.9669316825602,-19.6852930022321,54.8027574859569
"40","CFPA21","280_28_2","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"chla",330.829,193.634305871584,169.123808248009,218.695412491116
"41","CFPA22","2800_31_2","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"chla",6.684,12.2112001820365,-24.5061911860354,46.1162412710666
"42","CFPA3","400_31_1","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"chla",4.747,10.9277419423822,-30.5364534107458,51.3645598606462
"43","CFPA6","700_28_1","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"chla",78.813,84.2031206631736,56.9048279553052,109.150668637962
"44","CFPA7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"chla",4.141,12.2112001820365,-24.5061911860354,46.1162412710666
"45","CFPA8","2800_28_1","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"chla",38.96,73.4760036334468,49.07995122298,99.5222761347104
"46","CFPA9","700_28_2","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"chla",124.357,84.2031206631736,56.9048279553052,109.150668637962
"47","CFPB1","400_28_1","447_28",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"chla",205.345,172.422480916488,125.869556741607,218.499736613606
"48","CFPB12","2800_28_1","3285_28",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"chla",60.801,73.4760036334468,49.07995122298,99.5222761347104
"49","CFPB2","280_28_1","288_28",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"chla",192.345,193.634305871584,169.123808248009,218.695412491116
"50","CFPB3","400_31_1","405_31",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"chla",5.424,10.9277419423822,-30.5364534107458,51.3645598606462
"51","CFPB5","700_31_1","701_31",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"chla",26.187,17.9669316825602,-19.6852930022321,54.8027574859569
"52","CFPB6","700_28_1","673_28",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"chla",221.579,84.2031206631736,56.9048279553052,109.150668637962
"53","CFPB7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"chla",23.009,12.2112001820365,-24.5061911860354,46.1162412710666
"54","CFPB9","280_31_1","311_31",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"chla",173.892,109.843689496753,76.8077484826825,144.691166688598
"55","CFPC10","400_28_2","447_28",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"chla",38.448,172.422480916488,125.869556741607,218.499736613606
"56","CFPC11","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"chla",207.448,193.634305871584,169.123808248009,218.695412491116
"57","CFPC12","700_31_2","701_31",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"chla",19.036,17.9669316825602,-19.6852930022321,54.8027574859569
"58","CFPC2","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"chla",159.677,193.634305871584,169.123808248009,218.695412491116
"59","CFPC6","700_28_2","673_28",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"chla",19.433,84.2031206631736,56.9048279553052,109.150668637962
"60","CFPC8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"chla",87.373,73.4760036334468,49.07995122298,99.5222761347104
"61","CFPD1","280_31_2","311_31",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"chla",23.711,109.843689496753,76.8077484826825,144.691166688598
"62","CFPD11","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"chla",77.507,73.4760036334468,49.07995122298,99.5222761347104
"63","CFPD2","280_28_2","288_28",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"chla",219.443,193.634305871584,169.123808248009,218.695412491116
"64","CFPD5","700_31_2","701_31",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"chla",7.645,17.9669316825602,-19.6852930022321,54.8027574859569
"65","CFPD6","400_28_2","447_28",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"chla",164.945,172.422480916488,125.869556741607,218.499736613606
"66","CFPD7","2800_31_2","3309_31",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"chla",10.083,12.2112001820365,-24.5061911860354,46.1162412710666
"67","CFPD8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"chla",32.806,73.4760036334468,49.07995122298,99.5222761347104
"68","CFPD9","700_28_2","673_28",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"chla",19.637,84.2031206631736,56.9048279553052,109.150668637962
"69","CFPE10","280_28_1","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"chla",22.028,193.634305871584,169.123808248009,218.695412491116
"70","CFPE12","700_28_2","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"chla",14.818,84.2031206631736,56.9048279553052,109.150668637962
"71","CFPE14","280_28_2","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"chla",133.943,193.634305871584,169.123808248009,218.695412491116
"72","CFPE2","280_28_3","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"chla",28.079,193.634305871584,169.123808248009,218.695412491116
"73","CFPE40","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.408,"chla",35.975,73.4760036334468,49.07995122298,99.5222761347104
"74","CFPE42","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"chla",80.703,73.4760036334468,49.07995122298,99.5222761347104
"75","CFPE6","700_28_3","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"chla",50.272,84.2031206631736,56.9048279553052,109.150668637962
"76","CFPE8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"chla",37.497,73.4760036334468,49.07995122298,99.5222761347104
"77","CFPF1","280_31_3","311_31",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"chla",65.921,109.843689496753,76.8077484826825,144.691166688598
"78","CFPF2","280_28_3","288_28",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"chla",28.832,193.634305871584,169.123808248009,218.695412491116
"79","CFPF6","700_28_3","673_28",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"chla",9.643,84.2031206631736,56.9048279553052,109.150668637962
"80","CFPF7","2800_31_3","3309_31",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"chla",25.589,12.2112001820365,-24.5061911860354,46.1162412710666
"81","CFPF8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"chla",46.865,73.4760036334468,49.07995122298,99.5222761347104
"82","CFSA1","280_31_1","311_31",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"chla",99.083,90.1833159476003,56.2150867850153,124.568686372192
"83","CFSA10","2800_28_1","3285_28",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"chla",53.324,47.3039810017025,18.2976515911744,74.949758326006
"84","CFSA14","280_28_1","288_28",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"chla",80.513,126.941716390305,95.9944719035165,156.142821943778
"85","CFSA2","400_28_1","447_28",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"chla",154.015,143.353504616352,113.90966860962,172.475284633163
"86","CFSA3","400_31_1","405_31",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"chla",55.632,91.1038416239793,61.192456323224,120.398682653416
"87","CFSA5","700_31_1","701_31",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"chla",106.384,81.6128121329929,53.082783842196,109.106630559092
"88","CFSA6","700_28_1","673_28",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"chla",59.175,82.8440367445954,54.8728652812452,108.642430707165
"89","CFSA7","2800_31_1","3309_31",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"chla",16.317,34.966459509951,5.93563978868495,62.9974504796867
"90","CFSB1","280_31_1","311_31",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"chla",137.614,90.1833159476003,56.2150867850153,124.568686372192
"91","CFSB10","400_31_1","405_31",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"chla",95.786,91.1038416239793,61.192456323224,120.398682653416
"92","CFSB13","400_28_1","447_28",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"chla",148.667,143.353504616352,113.90966860962,172.475284633163
"93","CFSB2","280_28_1","288_28",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"chla",151.102,126.941716390305,95.9944719035165,156.142821943778
"94","CFSB3","2800_28_1","3285_28",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"chla",36.873,47.3039810017025,18.2976515911744,74.949758326006
"95","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"chla",101.591,81.6128121329929,53.082783842196,109.106630559092
"96","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"chla",101.591,81.6128121329929,53.082783842196,109.106630559092
"97","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,82.8440367445954,54.8728652812452,108.642430707165
"98","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,82.8440367445954,54.8728652812452,108.642430707165
"99","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"chla",62.333,82.8440367445954,54.8728652812452,108.642430707165
"100","CFSB7","2800_31_1","3309_31",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"chla",32.569,34.966459509951,5.93563978868495,62.9974504796867
"101","CFSC14","400_28_2","447_28",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"chla",221.143,143.353504616352,113.90966860962,172.475284633163
"102","CFSC2","280_28_2","288_28",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"chla",156.962,126.941716390305,95.9944719035165,156.142821943778
"103","CFSC5","700_31_2","701_31",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"chla",151.218,81.6128121329929,53.082783842196,109.106630559092
"104","CFSC6","700_28_2","673_28",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"chla",60.892,82.8440367445954,54.8728652812452,108.642430707165
"105","CFSC7","2800_31_2","3309_31",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"chla",100.383,34.966459509951,5.93563978868495,62.9974504796867
"106","CFSC9","2800_28_2","3285_28",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"chla",54.717,47.3039810017025,18.2976515911744,74.949758326006
"107","CFSD1","280_31_2","311_31",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"chla",29.713,90.1833159476003,56.2150867850153,124.568686372192
"108","CFSD11","280_28_2","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"chla",152.771,126.941716390305,95.9944719035165,156.142821943778
"109","CFSD3","400_31_2","405_31",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"chla",11.22,91.1038416239793,61.192456323224,120.398682653416
"110","CFSD4","280_28_3","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"chla",151.004,126.941716390305,95.9944719035165,156.142821943778
"111","CFSD5","700_31_2","701_31",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"chla",16.27,81.6128121329929,53.082783842196,109.106630559092
"112","CFSD6","700_28_2","673_28",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"chla",140.083,82.8440367445954,54.8728652812452,108.642430707165
"113","CFSD7","2800_31_2","3309_31",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"chla",41.255,34.966459509951,5.93563978868495,62.9974504796867
"114","CFSD8","2800_28_2","3285_28",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"chla",51.169,47.3039810017025,18.2976515911744,74.949758326006
"115","CFSD9","400_28_2","447_28",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"chla",154.612,143.353504616352,113.90966860962,172.475284633163
"116","CFSE1","280_31_3","311_31",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"chla",72.003,90.1833159476003,56.2150867850153,124.568686372192
"117","CFSE11","400_28_3","447_28",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"chla",208.94,143.353504616352,113.90966860962,172.475284633163
"118","CFSE3","400_31_3","405_31",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"chla",58.749,91.1038416239793,61.192456323224,120.398682653416
"119","CFSE5","700_31_3","701_31",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"chla",37.308,81.6128121329929,53.082783842196,109.106630559092
"120","CFSE6","700_28_3","673_28",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"chla",48.034,82.8440367445954,54.8728652812452,108.642430707165
"121","CFSE7","2800_31_3","3309_31",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"chla",13.658,34.966459509951,5.93563978868495,62.9974504796867
"122","CFSE8","2800_28_3","3285_28",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"chla",7.311,47.3039810017025,18.2976515911744,74.949758326006
"123","CFSF11","400_28_3","447_28",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"chla",171.593,143.353504616352,113.90966860962,172.475284633163
"124","CFSF16","2800_28_3","3285_28",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"chla",27.908,47.3039810017025,18.2976515911744,74.949758326006
"125","CFSF2","280_28_3","288_28",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"chla",111.002,126.941716390305,95.9944719035165,156.142821943778
"126","CFSF3","400_31_3","405_31",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"chla",252.923,91.1038416239793,61.192456323224,120.398682653416
"127","CFSF5","700_31_3","701_31",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"chla",126.153,81.6128121329929,53.082783842196,109.106630559092
"128","CFSF6","700_28_3","673_28",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"chla",142.688,82.8440367445954,54.8728652812452,108.642430707165
"129","CFSF7","2800_31_3","3309_31",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"chla",42.792,34.966459509951,5.93563978868495,62.9974504796867
"130","CFTA2","280_28_1","288_28",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"chla",34.131,36.576649651924,7.54783868711222,65.4171160758069
"131","CFTA6","700_28_1","673_28",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"chla",18.788,21.0574571684627,-30.1172263529527,69.8462831384733
"132","CFTA8","2800_28_1","3285_28",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"chla",21.441,25.4262674028437,-14.2728645716233,65.4539273072882
"133","CFTB2","280_28_1","288_28",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"chla",24.087,36.576649651924,7.54783868711222,65.4171160758069
"134","CFTD1","400_28_2","447_28",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"chla",21.415,31.412194210533,-2.50310865158203,65.1282792616035
"135","CFTD2","280_28_2","288_28",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"chla",14.95,36.576649651924,7.54783868711222,65.4171160758069
"136","CFTF2","400_28_3","447_28",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"chla",35.771,31.412194210533,-2.50310865158203,65.1282792616035
"137","CNAA14","700_28_1","673_28",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"chla",33.119,33.8060417679335,2.24297208959116,66.5287530418782
"138","CNAA2","280_28_1","288_28",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"chla",97.196,76.1782802576005,48.244659533065,104.79227429703
"139","CNAA3","400_31_1","405_31",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"chla",32.162,42.0662296685428,2.71042403262987,78.6293254879907
"140","CNAA5","700_31_1","701_31",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"chla",39.027,95.1402230357037,61.4963670477306,127.003072758058
"141","CNAA6","400_28_1","447_28",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"chla",43.096,70.2566157779046,43.1275636355089,99.0913828251159
"142","CNAA7","2800_31_1","3309_31",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"chla",4.993,23.185460601852,-25.8816182364675,70.704322535915
"143","CNAA9","2800_28_1","3285_28",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"chla",15.319,27.6203059804206,-0.0267370942111855,56.7140652445206
"144","CNAB10","280_28_1","288_28",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"chla",47.73,76.1782802576005,48.244659533065,104.79227429703
"145","CNAB11","400_31_1","405_31",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"chla",60.745,42.0662296685428,2.71042403262987,78.6293254879907
"146","CNAB12","2800_28_1","3285_28",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"chla",56.82,27.6203059804206,-0.0267370942111855,56.7140652445206
"147","CNAB13","280_31_1","311_31",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"chla",253.783,194.674165673922,153.277188871097,236.349780333035
"148","CNAB19","400_28_1","447_28",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"chla",57.246,70.2566157779046,43.1275636355089,99.0913828251159
"149","CNAC1","280_31_2","311_31",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"chla",164.792,194.674165673922,153.277188871097,236.349780333035
"150","CNAC12","400_28_2","447_28",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"chla",106,70.2566157779046,43.1275636355089,99.0913828251159
"151","CNAC2","280_28_2","288_28",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"chla",55.548,76.1782802576005,48.244659533065,104.79227429703
"152","CNAC3","400_31_2","405_31",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"chla",42.739,42.0662296685428,2.71042403262987,78.6293254879907
"153","CNAC5","700_31_2","701_31",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"chla",94.65,95.1402230357037,61.4963670477306,127.003072758058
"154","CNAC6","700_28_2","673_28",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"chla",14.221,33.8060417679335,2.24297208959116,66.5287530418782
"155","CNAC8","2800_28_2","3285_28",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"chla",27.853,27.6203059804206,-0.0267370942111855,56.7140652445206
"156","CNAD10","280_28_2","288_28",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"chla",51.358,76.1782802576005,48.244659533065,104.79227429703
"157","CNAD3","400_31_2","405_31",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"chla",27.453,42.0662296685428,2.71042403262987,78.6293254879907
"158","CNAD5","700_31_2","701_31",701,31,"T90","N","PAST","D","700","31","AD_N",12.119,"chla",143.251,95.1402230357037,61.4963670477306,127.003072758058
"159","CNAD6","700_28_2","673_28",673,28,"T90","N","PAST","D","700","28","AD_N",11.062,"chla",26.633,33.8060417679335,2.24297208959116,66.5287530418782
"160","CNAD7","2800_31_2","3309_31",3309,31,"T90","N","PAST","D","2800","31","AD_N",12.793,"chla",27.416,23.185460601852,-25.8816182364675,70.704322535915
"161","CNAD8","2800_28_2","3285_28",3285,28,"T90","N","PAST","D","2800","28","AD_N",9.482,"chla",32.18,27.6203059804206,-0.0267370942111855,56.7140652445206
"162","CNAD9","400_28_2","447_28",447,28,"T90","N","PAST","D","400","28","AD_N",12.847,"chla",8.845,70.2566157779046,43.1275636355089,99.0913828251159
"163","CNAE11","400_28_3","447_28",447,28,"T90","N","PAST","E","400","28","AE_N",9.245,"chla",65.248,70.2566157779046,43.1275636355089,99.0913828251159
"164","CNAE2","280_28_3","288_28",288,28,"T90","N","PAST","E","280","28","AE_N",8.297,"chla",145.836,76.1782802576005,48.244659533065,104.79227429703
"165","CNAE5","700_31_3","701_31",701,31,"T90","N","PAST","E","700","31","AE_N",9.883,"chla",120.838,95.1402230357037,61.4963670477306,127.003072758058
"166","CNAE6","700_28_3","673_28",673,28,"T90","N","PAST","E","700","28","AE_N",9.108,"chla",76.818,33.8060417679335,2.24297208959116,66.5287530418782
"167","CNAE7","2800_31_3","3309_31",3309,31,"T90","N","PAST","E","2800","31","AE_N",7.256,"chla",39.875,23.185460601852,-25.8816182364675,70.704322535915
"168","CNAE8","2800_28_3","3285_28",3285,28,"T90","N","PAST","E","2800","28","AE_N",7.201,"chla",24.352,27.6203059804206,-0.0267370942111855,56.7140652445206
"169","CNAF1","280_31_3","311_31",311,31,"T90","N","PAST","F","280","31","AF_N",13.161,"chla",201.193,194.674165673922,153.277188871097,236.349780333035
"170","CNAF10","400_28_3","447_28",447,28,"T90","N","PAST","F","400","28","AF_N",7.282,"chla",92.958,70.2566157779046,43.1275636355089,99.0913828251159
"171","CNAF11","2800_28_3","3285_28",3285,28,"T90","N","PAST","F","2800","28","AF_N",13.133,"chla",15.222,27.6203059804206,-0.0267370942111855,56.7140652445206
"172","CNAF5","700_31_3","701_31",701,31,"T90","N","PAST","F","700","31","AF_N",11.216,"chla",30.645,95.1402230357037,61.4963670477306,127.003072758058
