"","X1","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg"
"82",82,"CFSA1","280_31_1","311_31",311,31,"T90","F","S","A","280",31,"SA_F",10.283,3880705.394,0.392,99.083,93.3,148.2,96.2,41.5,285.9,176.1,122.3,57.1,355.5,111.8,60.2,18.4,190.4,75.6,39.6,19.7,134.9,48.8,27.1,17.4,0.752,0.762917604783805,1.191960831
"83",83,"CFSA10","2800_28_1","3285_28",3285,28,"T90","F","S","A","2800",28,"SA_F",6.446,1833169.571,0.491,53.324,147.1,119.7,62.8,24,206.5,111.8,63.9,30.3,206,102.5,59.1,33.5,195.1,96.9,60.9,40,197.8,76.8,42.4,27.9,-0.056,0.789759019455461,0.15873714
"84",84,"CFSA14","280_28_1","288_28",288,28,"T90","F","S","A","280",28,"SA_F",4.661,1645998.713,0.617,80.513,142.3,NA,NA,NA,NA,134.4,79.7,30,244.1,137.3,88,34.5,259.8,71.1,37.7,17.8,126.6,74.8,42,25.5,0.957,0.575092154044197,0.403725568
"85",85,"CFSA2","400_28_1","447_28",447,28,"T90","F","S","A","400",28,"SA_F",8.3,2284727.521,0.235,154.015,146.6,NA,NA,NA,NA,130.8,69.8,26.5,227.1,122.8,71.4,29.4,223.6,68.8,37.2,19.4,125.4,80.9,43.8,21.9,1.093,0.732976544746515,0.166935082
"86",86,"CFSA3","400_31_1","405_31",405,31,"T90","F","S","A","400",31,"SA_F",10.181,2500753.012,0.51,55.632,170.5,121.1,64.7,28.9,214.7,125.9,72.5,42,240.4,162.5,102.3,61.9,326.7,102.4,54.6,25.3,182.3,98.3,50.4,21.8,0.182,1.06626425650415,0.296366044
"87",87,"CFSA5","700_31_1","701_31",701,31,"T90","F","S","A","700",31,"SA_F",8.918,2940978.582,0.542,106.384,142.2,166.1,109.3,36.9,312.3,133.2,80.4,39.2,252.8,82.7,44.8,17.5,145,75.4,43.8,26.9,146.1,74.8,41.2,26.2,1.692,0.726645718023151,0.166499315
"88",88,"CFSA6","700_28_1","673_28",673,28,"T90","F","S","A","700",28,"SA_F",9.068,2834583.15,0.655,59.175,142.1,145.7,90.3,32.2,268.2,95.3,49.5,19.2,164,96.9,54.9,23.7,175.5,64.6,35,20.4,120,80.4,43,18.7,0.414,1.57258135274224,0.438758521
"89",89,"CFSA7","2800_31_1","3309_31",3309,31,"T90","F","S","A","2800",31,"SA_F",8.812,262132.6172,0.208,16.317,196.9,152,90.7,40.9,283.6,132.4,77,56.3,265.7,99.3,57.4,40.3,197,105.9,60.3,47.7,213.9,99.8,52,45.1,-0.012,0.533037125828688,0.131249652
"90",90,"CFSB1","280_31_1","311_31",311,31,"T90","F","S","B","280",31,"SB_F",12.31,2719542.907,0.607,137.614,93.2,121.4,67.3,22,210.7,66.2,34,14,114.2,73.8,38.6,18.9,131.3,70.7,39,21,130.7,50.6,27.4,15.2,0.732,0.910510653169457,0.482782542
"91",91,"CFSB10","400_31_1","405_31",405,31,"T90","F","S","B","400",31,"SB_F",11.296,2612683.33,0.336,95.786,146.5,100.3,52.1,18.4,170.8,60.1,29.6,13.7,103.4,91.9,53.8,25.4,171.1,75,40.1,23.3,138.4,77.2,44.7,24.6,1.609,0.294649509902131,0.481506989
"92",92,"CFSB13","400_28_1","447_28",447,28,"T90","F","S","B","400",28,"SB_F",12.975,3897341.04,0.493,148.667,118.5,NA,NA,NA,NA,67.9,32.4,14.2,114.5,54.4,27.2,15.5,97.1,44.2,24.3,15.1,83.6,61.8,34.7,22,1.139,0.606618175594091,0.323750181
"93",93,"CFSB2","280_28_1","288_28",288,28,"T90","F","S","B","280",28,"SB_F",10.805,4084531.375,0.435,151.102,91.1,110.7,57.9,10.8,179.4,55.8,28.3,11.1,95.2,67.6,34.9,17.8,120.3,42.4,24.9,16,83.3,44.3,27.3,19.5,1.122,1.44491678165456,0.285145162
"94",94,"CFSB3","2800_28_1","3285_28",3285,28,"T90","F","S","B","2800",28,"SB_F",9.702,792716.0282,0.245,36.873,117.4,NA,NA,NA,NA,103,54.3,24.3,181.6,55.3,27.5,16.6,99.4,63.8,36.9,25.5,126.2,61.9,33.5,22,-0.271,0.493512154080278,0.197784221
"95",95,"CFSB5","700_31_1","701_31",701,31,"T90","F","S","B","700",31,"SB_F",11.185,2867683.872,0.62,101.591,118.6,148.5,89.2,28.8,266.5,59.3,29.1,9.6,98,67.9,39,20.1,127,73,39.9,20.8,133.7,66.9,34.5,17.2,1.359,1.42947561703519,0.181478755
"96",96,"CFSB5","700_31_1","701_31",701,31,"T90","F","S","B","700",31,"SB_F",11.185,2867683.872,0.62,101.591,118.6,148.5,89.2,28.8,266.5,59.3,29.1,9.6,98,67.9,39,20.1,127,73,39.9,20.8,133.7,66.9,34.5,17.2,1.359,1.42947561703519,0.181478755
"97",97,"CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700",28,"SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,2.97455093252182,0.11862404
"98",98,"CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700",28,"SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,1.01768586058614,0.11862404
"99",99,"CFSB6","700_28_1","673_28",673,28,"T90","F","S","B","700",28,"SB_F",12.153,2322325.837,0.309,62.333,109,143.7,87.6,40.2,271.5,83,44.4,21.3,148.7,68.5,37.5,18.8,124.8,65,35.7,21.6,122.3,60.7,31.9,16.4,1.289,1.01768586058614,0.11862404
"100",100,"CFSB7","2800_31_1","3309_31",3309,31,"T90","F","S","B","2800",31,"SB_F",11.199,303351.39,0.208,32.569,144.8,131.8,73.6,34.7,240.1,78,43.4,29,150.4,57.8,31.4,22,111.2,66.2,34.9,27.8,128.9,75.8,38.8,30.2,-0.109,0.488145102532337,0.039124817
"101",101,"CFSC14","400_28_2","447_28",447,28,"T90","F","S","C","400",28,"SC_F",10.229,5088373.306,1.181,221.143,138.5,NA,NA,NA,NA,81.9,42.4,16.7,141,82.9,45,17.2,145.1,45.3,25.1,15.1,85.5,73.1,41.3,24.1,1.434,2.93814536983125,0.828035019
"102",102,"CFSC2","280_28_2","288_28",288,28,"T90","F","S","C","280",28,"SC_F",8.893,2082386.896,0.413,156.962,111.3,104.9,54,15,173.9,107.5,63.5,38.3,209.3,88.8,47.6,23.1,159.5,61.7,33.3,19.7,114.7,58.1,32.4,20.8,1.095,0.897092606544473,0.363216171
"103",103,"CFSC5","700_31_2","701_31",701,31,"T90","F","S","C","700",31,"SC_F",9.915,1554009.077,0.673,151.218,137.4,122.6,64.1,18.9,205.6,109.9,57.6,26.1,193.6,82.4,43.8,21.7,147.9,94,53.2,29.4,176.6,72.4,40.2,24.8,1.41,1.00604324827702,0.540651476
"104",104,"CFSC6","700_28_2","673_28",673,28,"T90","F","S","C","700",28,"SC_F",8.956,2698202.389,0.558,60.892,134.2,139.2,82.3,36.3,257.8,64.9,31.5,14.1,110.5,72.1,39,18.8,129.9,68.6,38.7,23.1,130.4,73,41.4,19.8,0.969,0.788621433279565,0.484896973
"105",105,"CFSC7","2800_31_2","3309_31",3309,31,"T90","F","S","C","2800",31,"SC_F",9.433,4775265.018,0.777,100.383,183.3,141.8,83.1,42.4,267.3,109.1,65.7,50.7,225.5,119.3,76.8,61.9,258,114.8,69.9,52.3,237,84.1,54.2,45,0.448,0.835033542255655,0.361894209
"106",106,"CFSC9","2800_28_2","3285_28",3285,28,"T90","F","S","C","2800",28,"SC_F",9.262,1591664.867,0.474,54.717,211.3,136.2,78.2,35,249.4,79.9,40.3,15.9,136.1,69.2,38.6,18.1,125.9,138.9,95.4,52.7,287,107.6,66.7,37,-0.625,1.78486696609803,0.793757978
"107",107,"CFSD1","280_31_2","311_31",311,31,"T90","F","S","D","280",31,"SD_F",10.682,3313113.158,0.476,29.713,115.2,129.5,76.7,33.8,240,75.9,40.6,14.4,130.9,59.2,31.1,11.5,101.8,52.3,29.1,17.4,98.8,60.8,34.6,19.8,2.192,0.922135567069822,0.155171079
"108",108,"CFSD11","280_28_2","288_28",288,28,"T90","F","S","D","280",28,"SD_F",10.905,3300513.542,0.544,152.771,114.6,100.6,51.1,4.6,156.3,88.4,46,21.7,156.1,124.3,76.7,32.5,233.5,83.6,45.6,20.2,149.4,62.2,34.2,18.2,0.37,1.56392533790918,0.204405955
"109",109,"CFSD3","400_31_2","405_31",405,31,"T90","F","S","D","400",31,"SD_F",10.206,526748.9712,0.016,11.22,117.1,160.8,113.1,39.4,313.3,112.5,71,32.8,216.3,105.6,63.8,23.2,192.6,46.9,25.8,14.5,87.2,60.4,34.8,21.9,2.224,0.106281187700046,0.138480215
"110",110,"CFSD4","280_28_3","288_28",288,28,"T90","F","S","D","280",28,"SD_F",11.381,3788881.729,0.37,151.004,113.8,NA,NA,NA,NA,141.7,87,34.1,262.8,93,52.9,19.5,165.4,49.8,29.4,19.7,98.9,58.5,34,21.3,2.135,0.824434138649044,0.193745536
"111",111,"CFSD5","700_31_2","701_31",701,31,"T90","F","S","D","700",31,"SD_F",12.59,2265441.741,0.367,16.27,136.5,136.4,84.9,23.2,244.5,89.3,50.8,22.7,162.8,68.4,41.3,19.5,129.2,91.7,52.5,23.5,167.7,72.9,41.9,21.7,1.519,0.704343000636558,0.131656525
"112",112,"CFSD6","700_28_2","673_28",673,28,"T90","F","S","D","700",28,"SD_F",9.677,3504581.467,0.537,140.083,107.1,160.8,101,36.9,298.7,92.9,48.4,19.4,160.7,95.9,52.2,24.7,172.8,87.4,52.9,28.5,168.8,57,32,18.1,2.086,1.08939666444749,0.442370181
"113",113,"CFSD7","2800_31_2","3309_31",3309,31,"T90","F","S","D","2800",31,"SD_F",11.137,2031487.579,0.464,41.255,135.7,177.7,119.9,57.9,355.5,96.7,52.2,22.6,171.5,112.8,71.3,33.8,217.9,84.2,52.5,28.4,165.1,79.5,41.9,14.3,1.413,0.838799089841724,0.255688463
"114",114,"CFSD8","2800_28_2","3285_28",3285,28,"T90","F","S","D","2800",28,"SD_F",8.568,1647122.904,0.479,51.169,158.3,158.4,97.6,37.4,293.4,111.7,65.1,31.3,208.1,101.3,57,27.8,186.1,89.5,54,28.3,171.8,86.4,53.2,18.7,0.822,0.787667422060162,1.228049398
"115",115,"CFSD9","400_28_2","447_28",447,28,"T90","F","S","D","400",28,"SD_F",11.455,3777323.517,0.507,154.612,122.8,NA,NA,NA,NA,92.6,49.7,17.4,159.7,97.9,57.4,26.6,181.9,64,37.5,20.2,121.7,63.9,35.8,23.1,2.397,0.611991970730371,0.280146555
"116",116,"CFSE1","280_31_3","311_31",311,31,"T90","F","S","E","280",31,"SE_F",8.451,812842.6616,0.335,72.003,187.7,112.9,59.7,9.5,182.1,116.7,68.5,33.5,218.7,111.4,64.6,27.4,203.4,98.1,55.3,24,177.4,105.3,57.7,24.7,0.794,NA,0.634875654
"117",117,"CFSE11","400_28_3","447_28",447,28,"T90","F","S","E","400",28,"SE_F",1.88,1685106.383,0.133,208.94,211.1,NA,NA,NA,NA,75,37.6,13.9,126.5,106.7,62,21.2,189.9,79.4,40.8,18.5,138.7,110.7,63.5,36.9,1.136,1.72377617819149,1.195920811
"118",118,"CFSE3","400_31_3","405_31",405,31,"T90","F","S","E","400",31,"SE_F",9.104,2696836.555,0.368,58.749,126.8,161.6,101.8,42,305.4,150.4,95.5,60.7,306.6,138.3,80.3,36.5,255.1,60.4,28.9,11.1,100.4,73.5,35.8,17.5,0.046,0.290899865260691,0.309552966
"119",119,"CFSE5","700_31_3","701_31",701,31,"T90","F","S","E","700",31,"SE_F",9.119,195423.3075,0.252,37.308,409.6,162.3,106.3,37.3,305.9,108,59.3,22.5,189.8,132.4,80.2,36.5,249.1,170.7,113,82.7,366.4,188.8,123.3,97.5,-0.148,1.09116569706495,0.207869605
"120",120,"CFSE6","700_28_3","673_28",673,28,"T90","F","S","E","700",28,"SE_F",8.178,1125259.854,0.554,48.034,214.5,145.9,92.9,38.8,277.6,152,99.8,61.7,313.5,130.3,79.2,32.3,241.8,101.8,59.8,32.5,194.1,113.1,68.3,33.1,1.022,1.43957891038847,0.551723309
"121",121,"CFSE7","2800_31_3","3309_31",3309,31,"T90","F","S","E","2800",31,"SE_F",8.936,43979.40913,0.256,13.658,358.6,160.2,105.2,48.1,313.5,154.3,100.3,70.4,325,173,108.2,72.6,353.8,176.1,116.7,109.2,402,162.4,86.7,109.5,-0.337,0.98635595195464,0.260763662
"122",122,"CFSE8","2800_28_3","3285_28",3285,28,"T90","F","S","E","2800",28,"SE_F",6.848,520663.9731,0.189,7.311,274.7,120.7,66.7,20.4,207.8,95.2,52.9,24,172.1,125.8,77.9,35.9,239.6,115.8,74.4,48.2,238.4,128.5,86.2,60,-0.418,0.706495909764567,0.22765247
"123",123,"CFSF11","400_28_3","447_28",447,28,"T90","F","S","F","400",28,"SF_F",10.117,4953083.817,0.752,171.593,126.8,NA,NA,NA,NA,90.2,41.6,12.6,144.4,100.5,55.8,20.8,177.1,50.4,27.1,18.5,96,70.6,36.8,19.4,1.924,1.29174626409849,0.363136683
"124",124,"CFSF16","2800_28_3","3285_28",3285,28,"T90","F","S","F","2800",28,"SF_F",11.373,1759078.519,0.304,27.908,209.2,147.2,85.8,43.1,276.1,122.2,68.9,31.4,222.5,94.7,51.4,25.9,172,83,48.5,26.6,158.1,109.6,63.1,36.5,0.74,1.00162957340485,0.144050305
"125",125,"CFSF2","280_28_3","288_28",288,28,"T90","F","S","F","280",28,"SF_F",10.837,5573818.898,0.531,111.002,100.3,107.9,50.1,9.2,167.2,95.9,47.7,19.1,162.7,65.5,33.2,13.7,112.4,42.1,24.1,18.5,84.7,49,30,21.3,1.999,1.10598236008427,0.272736172
"126",126,"CFSF3","400_31_3","405_31",405,31,"T90","F","S","F","400",31,"SF_F",7.627,6266433.566,1.178,252.923,132.4,123.8,70.1,27.1,221,135.9,76,44,255.9,122.5,66.3,34.2,223,45.4,25.3,16.3,87,68.2,38.9,25.3,1.556,2.50710029315965,1.340891815
"127",127,"CFSF5","700_31_3","701_31",701,31,"T90","F","S","F","700",31,"SF_F",9.508,2923993.83,0.492,126.153,140.6,118.4,58.4,13.9,190.7,78.5,39.8,17.4,135.7,75.5,39.5,18.3,133.3,61.6,35.8,23.8,121.2,73.2,41.8,25.6,0.986,1.13405978404151,0.447288291
"128",128,"CFSF6","700_28_3","673_28",673,28,"T90","F","S","F","700",28,"SF_F",10.336,5122972.232,0.135,142.688,135.8,121.3,62.9,20.3,204.5,128.2,69.4,27.6,225.2,118.2,68.6,31.6,218.4,60.4,33,18.8,112.2,69.8,40.6,25.4,1.526,0.540083469042447,1.107838182
"129",129,"CFSF7","2800_31_3","3309_31",3309,31,"T90","F","S","F","2800",31,"SF_F",11.597,1542380.432,0.589,42.792,117.9,155.9,94.6,48.6,299.1,144.8,85.9,49.6,280.3,117.6,68.8,41.2,227.6,106.9,63.5,40.9,211.3,69.1,34.9,13.9,0.902,0.383356681100068,0.521294708
"130",130,"CFTA2","280_28_1","288_28",288,28,"T90","F","T","A","280",28,"TA_F",32.06,1077854.024,0.12,34.131,244.9,86.4,48.5,7.7,142.6,94.9,60.45,25.35,180.7,147,95.1,39.7,281.8,138.05,85.8,42.45,266.3,128.95,82.4,33.55,0.112,0.268257046943231,0.077432767
"131",131,"CFTA6","700_28_1","673_28",673,28,"T90","F","T","A","700",28,"TA_F",17.827,313451.2546,0.021,18.788,456.3,143.4,96.5,29.1,269,113.25,69.65,28.7,211.6,162.55,110.8,53,326.35,107.85,66.25,33.25,207.35,194,169.8,92.5,-0.043,0.134426011206467,0.104229276
"132",132,"CFTA8","2800_28_1","3285_28",3285,28,"T90","F","T","A","2800",28,"TA_F",18.647,1498552.072,0.08,21.441,184,118.9,77.3,23.5,219.7,93.15,55.45,23.25,171.85,105.9,64.1,30.1,200.1,92.15,59.45,29.5,181.1,93.3,63.2,27.5,-0.259,0.292448871472677,0.083297082
"133",133,"CFTB2","280_28_1","288_28",288,28,"T90","F","T","B","280",28,"TB_F",23.661,757364.4394,0.077,24.087,227.5,78.1,44.5,14.4,137,129.05,77.6,31.55,238.2,157.65,96.05,45,298.7,141.75,80.6,36,258.35,125.85,69.5,32.15,0.074,0.201948781187045,0.069175642
"134",134,"CFTD1","400_28_2","447_28",447,28,"T90","F","T","D","400",28,"TD_F",20.389,526419.0426,0.065,21.415,296.9,NA,NA,NA,NA,108.6,62.15,24.9,195.65,139.6,83.65,32.8,256.05,116.2,69.9,32.05,218.15,150.3,101.95,44.65,0.107,0.187972704631175,0.030044281
"135",135,"CFTD2","280_28_2","288_28",288,28,"T90","F","T","D","280",28,"TD_F",41.524,33041.39808,0.026,14.95,212,120.4,81.4,35.6,237.4,110.85,65.55,36,212.4,136,86.5,43.95,266.45,95.75,57.7,25.4,178.85,104.1,71.2,36.7,0.037,0.0772650217484595,0.034397534
"136",136,"CFTF2","400_28_3","447_28",447,28,"T90","F","T","F","400",28,"TF_F",21.864,758129.6785,0.101,35.771,227.85,NA,NA,NA,NA,103.7,56.15,16.9,176.75,114.95,65.5,37.65,218.1,89.35,51,25.85,166.2,112.8,74.9,40.15,0.145,0.252226424656934,0.093072976
"137",137,"CNAA14","700_28_1","673_28",673,28,"T90","N","A","A","700",28,"AA_N",12.178,9913820.003,0.216,33.119,376,164.9,124.6,9.8,299.3,103.8,71.8,12.7,188.3,119.3,79.1,17.1,215.5,148.9,109.9,32.2,291,181,151.7,43.3,-0.43,0.901083746646959,0.166728627
"138",138,"CNAA2","280_28_1","288_28",288,28,"T90","N","A","A","280",28,"AA_N",12.034,2289236.053,0.227,97.196,153.8,124.9,88.4,0.4,213.7,150.1,118,29,297.1,116.3,71.8,13.6,201.7,60.5,34,16.5,111,82.7,52,19.1,0.404,0.735641894216387,0.137564829
"139",139,"CNAA3","400_31_1","405_31",405,31,"T90","N","A","A","400",31,"AA_N",10.905,2219783.579,0.182,32.162,338.1,NA,NA,NA,NA,84.5,52.3,7.9,144.7,110.8,72.2,10.8,193.8,82.9,47.4,6.6,136.9,168.7,132.6,36.8,-0.063,1.14969138437681,0.454603859
"140",140,"CNAA5","700_31_1","701_31",701,31,"T90","N","A","A","700",31,"AA_N",10.874,7417369.179,0.192,39.027,520.2,118.3,83.6,0.9,202.8,85.8,55.3,16.6,157.7,109.3,71.1,9,189.4,166.9,135,48.1,350,222.6,202.5,95.1,0.04,0.697498693265841,0.14703595
"141",141,"CNAA6","400_28_1","447_28",447,28,"T90","N","A","A","400",28,"AA_N",8.667,1853159.494,0.215,43.096,305.9,NA,NA,NA,NA,126.2,85.3,18.5,230,109.7,72,13.5,195.2,115.8,81,14.2,211,152,116.9,37,-0.215,1.22539285219799,0.209017022
"142",142,"CNAA7","2800_31_1","3309_31",3309,31,"T90","N","A","A","2800",31,"AA_N",11.976,1739527.375,0.011,4.993,288.6,183.5,145.8,21.9,351.2,143.1,111.7,28.7,283.5,197.6,177.9,91.7,467.2,212.5,204.5,113.7,530.7,126.5,116.7,45.4,-0.231,0.0936663425575009,0.050063495
"143",143,"CNAA9","2800_28_1","3285_28",3285,28,"T90","N","A","A","2800",28,"AA_N",10.005,11365292.35,0.082,15.319,312.5,105.6,66,1.1,172.7,85.2,55,13,153.2,80,51.2,15.5,146.7,109,76.8,27,212.8,159.6,121.8,31.1,0.002,0.544413478927203,0.177817108
"144",144,"CNAB10","280_28_1","288_28",288,28,"T90","N","A","B","280",28,"AB_N",9.038,5812790.44,0.077,47.73,316.9,107.9,79.4,11,198.3,159.2,129.4,72.8,361.4,186.6,149.6,70.3,406.5,155.7,126.8,50.3,332.8,131.4,114.2,71.3,-0.11,0.403344983772221,0.266095894
"145",145,"CNAB11","400_31_1","405_31",405,31,"T90","N","A","B","400",31,"AB_N",7.304,5403861.074,0.048,60.745,277.3,124.4,94.9,16.5,235.8,112.7,70.6,3.8,187.1,110.1,74.9,40.5,225.5,106.1,85.9,43,235,119.2,103.8,54.3,0.032,0.422090723361686,0.146710404
"146",146,"CNAB12","2800_28_1","3285_28",3285,28,"T90","N","A","B","2800",28,"AB_N",6.944,14601346.49,0.036,56.82,348.3,NA,NA,NA,NA,158.9,120.3,39.7,318.9,171.7,146.7,86.5,404.9,156.4,137.1,78.4,371.9,143.1,132.8,72.4,-1.377,0.452317791858679,0.342849785
"147",147,"CNAB13","280_31_1","311_31",311,31,"T90","N","A","B","280",31,"AB_N",12.161,15803530.31,0.291,253.783,163.2,88.3,56.9,12.3,157.5,125.9,89.5,30.9,246.3,167.3,139.5,70.9,377.7,119,100.2,30.3,249.5,82.9,70.7,9.6,0.045,0.764231975870034,0.466395095
"148",148,"CNAB19","400_28_1","447_28",447,28,"T90","N","A","B","400",28,"AB_N",6.617,22169471.03,0.125,57.246,461.5,NA,NA,NA,NA,138,100,38.6,276.6,180.7,144.7,70.1,395.5,124.2,105.6,53.1,282.9,187,172.7,101.8,-0.085,0.439809927685652,0.276608503
"149",149,"CNAC1","280_31_2","311_31",311,31,"T90","N","A","C","280",31,"AC_N",8.864,6043184.946,0.31,164.792,153.9,96.9,63,8.2,168.1,59.6,32.1,10.2,101.9,69,40.2,8.9,118.1,74.4,44.3,13.4,132.1,90.7,52,11.2,0.936,1.17981115347879,0.556131229
"150",150,"CNAC12","400_28_2","447_28",447,28,"T90","N","A","C","400",28,"AC_N",6.932,4475498.918,0.589,106,169.6,NA,NA,NA,NA,78.8,45.5,15,139.3,101.3,66.2,22.7,190.2,60.3,34.6,14.8,109.7,87.9,54.5,27.2,1.129,1.36904439089353,0.129286572
"151",151,"CNAC2","280_28_2","288_28",288,28,"T90","N","A","C","280",28,"AC_N",11.649,6337917.418,0.275,55.548,230.3,126.7,91.1,13.9,231.7,78.5,52.2,10.5,141.2,73.2,43.2,15.1,131.5,79.2,45.6,14.5,139.3,125,82.7,22.6,-0.045,1.10575309411394,0.094934623
"152",152,"CNAC3","400_31_2","405_31",405,31,"T90","N","A","C","400",31,"AC_N",8.534,4016248.096,0.404,42.739,291.3,121.2,86.2,14.7,222.1,79.6,49.8,10.1,139.5,111.3,73.6,14.6,199.5,76.2,45.6,11,132.8,148.8,105.2,37.3,0.538,1.66582107142389,0.304035381
"153",153,"CNAC5","700_31_2","701_31",701,31,"T90","N","A","C","700",31,"AC_N",9.56,11201255.23,0.122,94.65,537.5,133,94,16.4,243.4,102,69.9,19.9,191.8,114.1,74.8,22.6,211.5,176.9,137,65.8,379.7,221.2,183.6,132.7,-0.009,0.656680211820084,0.209647969
"154",154,"CNAC6","700_28_2","673_28",673,28,"T90","N","A","C","700",28,"AC_N",10.235,2880797.29,0.098,14.221,541.8,120,83.9,12.4,216.3,81,51.6,13.3,145.9,125.1,81,30.5,236.6,149.2,121.3,56.8,327.3,224,195.2,122.6,-0.237,0.473116078532727,0.100269208
"155",155,"CNAC8","2800_28_2","3285_28",3285,28,"T90","N","A","C","2800",28,"AC_N",10.829,11987810.51,0.087,27.853,425.4,166.1,127.7,21.1,314.9,81.5,50.7,10,142.2,81.9,51.4,24.3,157.6,172.5,140,78.7,391.2,180.1,154,91.3,-0.513,0.401492764490411,0.187066501
"156",156,"CNAD10","280_28_2","288_28",288,28,"T90","N","A","D","280",28,"AD_N",11.882,8140320.364,0.109,51.358,456.1,105.2,63,4.6,172.8,190.7,162.1,94.5,447.3,209.2,180.4,101.7,491.3,227.9,209.3,130.2,567.4,184.6,166.7,104.8,-0.478,0.468527915524035,0.053005147
"157",157,"CNAD3","400_31_2","405_31",405,31,"T90","N","A","D","400",31,"AD_N",12.839,3103120.619,0.09,27.453,154.8,164.4,130.7,25.5,320.6,161,130,59.7,350.7,141.2,90.7,32.4,264.3,83.8,54.8,25,163.6,72,57,25.8,0.314,0.318267398701456,0.075164294
"158",158,"CNAD5","700_31_2","701_31",701,31,"T90","N","A","D","700",31,"AD_N",12.119,1501499.024,0.059,143.251,287.7,176.3,141.6,31.9,349.8,197.4,170.8,95.1,463.3,181,156.7,99.5,437.2,151.7,132.9,62.5,347.1,128.5,112.1,47.1,-0.109,0.292675637428831,0.135928012
"159",159,"CNAD6","700_28_2","673_28",673,28,"T90","N","A","D","700",28,"AD_N",11.062,1078318.517,0.068,26.633,418.9,171.5,139.6,38.2,349.3,127,87.8,17.2,232,156.6,121.8,49.4,327.8,144.9,120.3,56.4,321.6,171.3,153.4,94.2,-0.535,0.359251323531942,0.051111536
"160",160,"CNAD7","2800_31_2","3309_31",3309,31,"T90","N","A","D","2800",31,"AD_N",12.793,2913961.124,0.068,27.416,299,164.9,132.1,31.7,328.7,168.8,135.2,58,362,208.7,190.1,111.3,510.1,NA,NA,NA,NA,129.3,117.2,52.5,-0.729,0.385521489555078,0.091840473
"161",161,"CNAD8","2800_28_2","3285_28",3285,28,"T90","N","A","D","2800",28,"AD_N",9.482,809112.0017,0.075,32.18,464.4,183.6,151.6,46.8,382,145.6,117.6,54.5,317.7,153.8,117.1,38.6,309.5,189.8,157,79.8,426.6,187.2,168,109.2,-1.068,0.368570922273782,0.149582628
"162",162,"CNAD9","400_28_2","447_28",447,28,"T90","N","A","D","400",28,"AD_N",12.847,650718.6965,0.109,8.845,599.8,NA,NA,NA,NA,205.7,181.4,113.1,500.2,209.6,174.9,82.3,466.8,189,157.8,76,422.8,235.8,216.4,147.6,-0.851,0.369486433856439,0.042117422
"163",163,"CNAE11","400_28_3","447_28",447,28,"T90","N","A","E","400",28,"AE_N",9.245,2453994.808,0.349,65.248,286.3,NA,NA,NA,NA,138.6,95.8,24.9,259.3,111.4,71.1,15.4,197.9,89.7,52.4,20.3,162.4,146.1,105.6,34.6,-0.174,1.40042475434094,0.280117813
"164",164,"CNAE2","280_28_3","288_28",288,28,"T90","N","A","E","280",28,"AE_N",8.297,4805650.303,0.271,145.836,311.7,198.8,170.5,40,409.3,232.2,209.1,122.7,564,175.9,133.3,53.3,362.5,97.3,58.4,17.9,173.6,156.4,115.9,39.4,-0.344,1.04353196113408,0.261546814
"165",165,"CNAE5","700_31_3","701_31",701,31,"T90","N","A","E","700",31,"AE_N",9.883,3407245.008,0.093,120.838,265.3,99.7,70.2,5.3,175.2,139,99.4,23.5,261.9,153.6,111.5,30.7,295.8,196.9,167.1,72.8,436.8,125.1,106.8,33.4,-0.05,0.544042182759578,0.200636059
"166",166,"CNAE6","700_28_3","673_28",673,28,"T90","N","A","E","700",28,"AE_N",9.108,1959414.456,0.336,76.818,198.4,129.9,97.8,9.4,237.1,131.3,104.7,44.3,280.3,94.6,62.5,19.7,176.8,67.8,36.1,13.7,117.6,109.6,69.3,19.5,-0.042,1.10387917881441,0.063102467
"167",167,"CNAE7","2800_31_3","3309_31",3309,31,"T90","N","A","E","2800",31,"AE_N",7.256,2423262.437,0.017,39.875,147.5,204.1,176.2,52.8,433.1,135,76,12,223,169.8,159.7,77.5,407,213.8,205.3,119.5,538.6,68.7,57.6,21.2,-0.657,0.316422708453141,0.110939853
"168",168,"CNAE8","2800_28_3","3285_28",3285,28,"T90","N","A","E","2800",28,"AE_N",7.201,4702309.864,0.054,24.352,227.7,206,172.5,48.7,427.2,201.2,183.4,85.2,469.8,206.4,188.1,100.8,495.3,161.3,142.4,63.4,367.1,99.6,88.9,39.2,-1.433,0.629838911956673,0.161610104
