"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"161","CNAF10","400_28_3",6,447,28,"T90","N","PAST","F","420","28","AF_N",7.282,0.893,"lipid",0.160705344,0.180404050327726,0.104553799376952,0.259057869945158
"162","CNAF11","2800_28_3",10,3285,28,"T90","N","PAST","F","3300","28","AF_N",13.133,0.8,"lipid",0.221324125,0.180404050327726,0.104553799376952,0.259057869945158
"163","CNAF5","700_31_3",8,701,31,"T90","N","PAST","F","680","31","AF_N",11.216,1.649,"lipid",0.377226586,0.223718362336097,0.137610744678347,0.308759572542499
"164","CNAF6","700_28_3",8,673,28,"T90","N","PAST","F","680","28","AF_N",12.997,0.885,"lipid",0.249904944,0.180404050327726,0.104553799376952,0.259057869945158
"165","CNAF7","2800_31_3",10,3309,31,"T90","N","PAST","F","3300","31","AF_N",10.895,0.734,"lipid",0.119462545,0.223718362336097,0.137610744678347,0.308759572542499
"166","CNPA1","400_28_1",6,447,28,"T90","N","PSTR","A","420","28","PA_N",9.378,1.706,"lipid",0.357290237,0.269150324616305,0.190488099986488,0.348177312530264
"167","CNPA13","700_28_1",8,673,28,"T90","N","PSTR","A","680","28","PA_N",10.623,1.883,"lipid",0.449720915,0.269150324616305,0.190488099986488,0.348177312530264
"168","CNPA2","280_28_1",4,288,28,"T90","N","PSTR","A","300","28","PA_N",10.66,1.595,"lipid",0.574093148,0.269150324616305,0.190488099986488,0.348177312530264
"169","CNPA6","2800_28_1",10,3285,28,"T90","N","PSTR","A","3300","28","PA_N",13.452,0.483,"lipid",0.177114818,0.269150324616305,0.190488099986488,0.348177312530264
"170","CNPB1","400_28_1",6,447,28,"T90","N","PSTR","B","420","28","PB_N",11.973,1.211,"lipid",0.161499282,0.269150324616305,0.190488099986488,0.348177312530264
"171","CNPB2","280_28_1",4,288,28,"T90","N","PSTR","B","300","28","PB_N",13.278,2.523,"lipid",0.619031134,0.269150324616305,0.190488099986488,0.348177312530264
"172","CNPB20","280_31_1",4,311,31,"T90","N","PSTR","B","300","31","PB_N",2.963,2.7,"lipid",0.283538576,0.134618396662771,0.0414145328143327,0.229617872245688
"173","CNPB6","700_28_1",8,673,28,"T90","N","PSTR","B","680","28","PB_N",11.874,0.884,"lipid",0.294088286,0.269150324616305,0.190488099986488,0.348177312530264
"174","CNPB7","2800_31_1",10,3309,31,"T90","N","PSTR","B","3300","31","PB_N",11.55,0.476,"lipid",0.041794518,0.134618396662771,0.0414145328143327,0.229617872245688
"175","CNPB8","2800_28_1",10,3285,28,"T90","N","PSTR","B","3300","28","PB_N",10.855,1.152,"lipid",0.269548423,0.269150324616305,0.190488099986488,0.348177312530264
"176","CNPC6","700_28_2",8,673,28,"T90","N","PSTR","C","680","28","PC_N",9.106,0.604,"lipid",0.007215866,0.269150324616305,0.190488099986488,0.348177312530264
"177","CNPC8","2800_28_2",10,3285,28,"T90","N","PSTR","C","3300","28","PC_N",8.709,0.632,"lipid",0.017701608,0.269150324616305,0.190488099986488,0.348177312530264
"178","CNPD1","280_31_2",4,311,31,"T90","N","PSTR","D","300","31","PD_N",11.375,0.703,"lipid",0.031026618,0.134618396662771,0.0414145328143327,0.229617872245688
"179","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"lipid",0.08169322,0.269150324616305,0.190488099986488,0.348177312530264
"180","CNPD2","280_28_2",4,288,28,"T90","N","PSTR","D","300","28","PD_N",9.539,0.577,"lipid",0.08169322,0.269150324616305,0.190488099986488,0.348177312530264
"181","CNPD3","400_31_2",6,405,31,"T90","N","PSTR","D","420","31","PD_N",10.293,1.409,"lipid",0.301924947,0.134618396662771,0.0414145328143327,0.229617872245688
"182","CNPD5","700_31_2",8,701,31,"T90","N","PSTR","D","680","31","PD_N",9.488,0.58,"lipid",0.178312921,0.134618396662771,0.0414145328143327,0.229617872245688
"183","CNPD6","700_28_2",8,673,28,"T90","N","PSTR","D","680","28","PD_N",9.298,0.592,"lipid",0.017940048,0.269150324616305,0.190488099986488,0.348177312530264
"184","CNPD7","2800_31_2",10,3309,31,"T90","N","PSTR","D","3300","31","PD_N",9.259,0.594,"lipid",0.096026682,0.134618396662771,0.0414145328143327,0.229617872245688
"185","CNPD8","2800_28_2",10,3285,28,"T90","N","PSTR","D","3300","28","PD_N",10.323,0.533,"lipid",0.063956427,0.269150324616305,0.190488099986488,0.348177312530264
"186","CNPE1","280_31_3",4,311,31,"T90","N","PSTR","E","300","31","PE_N",9.047,1.161,"lipid",0.393104129,0.134618396662771,0.0414145328143327,0.229617872245688
"187","CNPE12","2800_31_3",10,3309,31,"T90","N","PSTR","E","3300","31","PE_N",10.657,0.751,"lipid",0.038722962,0.134618396662771,0.0414145328143327,0.229617872245688
"188","CNPE2","280_28_3",4,288,28,"T90","N","PSTR","E","300","28","PE_N",9.957,1.356,"lipid",0.472568018,0.269150324616305,0.190488099986488,0.348177312530264
"189","CNPE3","400_31_3",6,405,31,"T90","N","PSTR","E","420","31","PE_N",9.791,0.562,"lipid",0.100143093,0.134618396662771,0.0414145328143327,0.229617872245688
"190","CNPE5","700_31_3",8,701,31,"T90","N","PSTR","E","680","31","PE_N",9.326,0.59,"lipid",0.026126321,0.134618396662771,0.0414145328143327,0.229617872245688
"191","CNPE6","700_28_3",8,673,28,"T90","N","PSTR","E","680","28","PE_N",9.914,0.656,"lipid",0.123446606,0.269150324616305,0.190488099986488,0.348177312530264
"192","CNPE8","2800_28_3",10,3285,28,"T90","N","PSTR","E","3300","28","PE_N",9.476,0.844,"lipid",0.316867231,0.269150324616305,0.190488099986488,0.348177312530264
"193","CNPF1","280_31_3",4,311,31,"T90","N","PSTR","F","300","31","PF_N",10.141,0.542,"lipid",0.054272483,0.134618396662771,0.0414145328143327,0.229617872245688
"194","CNPF2","280_28_3",4,288,28,"T90","N","PSTR","F","300","28","PF_N",12.097,1.323,"lipid",0.469630998,0.269150324616305,0.190488099986488,0.348177312530264
"195","CNPF6","700_28_3",8,673,28,"T90","N","PSTR","F","680","28","PF_N",9.59,1.199,"lipid",0.419912088,0.269150324616305,0.190488099986488,0.348177312530264
"196","CNPF8","2800_28_3",10,3285,28,"T90","N","PSTR","F","3300","28","PF_N",13.066,1.11,"lipid",0.357733665,0.269150324616305,0.190488099986488,0.348177312530264
"197","CNSA1","280_31_1",4,311,31,"T90","N","SSID","A","300","31","SA_N",9.448,1.111,"lipid",0.652615922,0.308686546456758,0.235700503632844,0.38033497759298
"198","CNSA17","400_28_1",6,447,28,"T90","N","SSID","A","420","28","SA_N",6.707,0.82,"lipid",0.204495442,0.325290513899205,0.251972299198145,0.396447355351845
"199","CNSA18","2800_31_1",10,3309,31,"T90","N","SSID","A","3300","31","SA_N",8.888,0.619,"lipid",0.155701026,0.308686546456758,0.235700503632844,0.38033497759298
"200","CNSA5","700_31_1",8,701,31,"T90","N","SSID","A","680","31","SA_N",8.813,0.624,"lipid",0.008701362,0.308686546456758,0.235700503632844,0.38033497759298
"201","CNSA6","700_28_1",8,673,28,"T90","N","SSID","A","680","28","SA_N",7.59,0.725,"lipid",0.21183664,0.325290513899205,0.251972299198145,0.396447355351845
"202","CNSA7","2800_28_1",10,3285,28,"T90","N","SSID","A","3300","28","SA_N",7.103,0.774,"lipid",0.205334835,0.325290513899205,0.251972299198145,0.396447355351845
"203","CNSB1","280_31_1",4,311,31,"T90","N","SSID","B","300","31","SB_N",11.196,1.652,"lipid",0.344775568,0.308686546456758,0.235700503632844,0.38033497759298
"204","CNSB16","400_31_3",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.49,1.131,"lipid",0.362069503,0.308686546456758,0.235700503632844,0.38033497759298
"205","CNSB2","280_28_1",4,288,28,"T90","N","SSID","B","300","28","SB_N",10.862,1.105,"lipid",0.32296214,0.325290513899205,0.251972299198145,0.396447355351845
"206","CNSB20","2800_31_1",10,3309,31,"T90","N","SSID","B","3300","31","SB_N",6.394,1.017,"lipid",0.514110177,0.308686546456758,0.235700503632844,0.38033497759298
"207","CNSB3","400_31_1",6,405,31,"T90","N","SSID","B","420","31","SB_N",11.577,0.475,"lipid",0.138315523,0.308686546456758,0.235700503632844,0.38033497759298
"208","CNSB5","700_31_1",8,701,31,"T90","N","SSID","B","680","31","SB_N",11.107,0.495,"lipid",0.255067571,0.308686546456758,0.235700503632844,0.38033497759298
"209","CNSB6","700_28_1",8,673,28,"T90","N","SSID","B","680","28","SB_N",10.674,0.515,"lipid",0.170443855,0.325290513899205,0.251972299198145,0.396447355351845
"210","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"lipid",0.181929689,0.325290513899205,0.251972299198145,0.396447355351845
"211","CNSB7","400_28_1",6,447,28,"T90","N","SSID","B","420","28","SB_N",12.183,0.451,"lipid",0.181929689,0.325290513899205,0.251972299198145,0.396447355351845
"212","CNSB8","2800_28_1",10,3285,28,"T90","N","SSID","B","3300","28","SB_N",9.859,0.811,"lipid",0.436669426,0.325290513899205,0.251972299198145,0.396447355351845
"213","CNSC3","400_31_2",6,405,31,"T90","N","SSID","C","420","31","SC_N",7.851,0.701,"lipid",0.175636759,0.308686546456758,0.235700503632844,0.38033497759298
"214","CNSC5","700_31_2",8,701,31,"T90","N","SSID","C","680","31","SC_N",9.474,3.483,"lipid",0.813399972,0.308686546456758,0.235700503632844,0.38033497759298
"215","CNSC6","700_28_2",8,673,28,"T90","N","SSID","C","680","28","SC_N",10.399,0.529,"lipid",0.167768308,0.325290513899205,0.251972299198145,0.396447355351845
"216","CNSC7","2800_31_2",10,3309,31,"T90","N","SSID","C","3300","31","SC_N",9.315,0.59,"lipid",0.269563932,0.308686546456758,0.235700503632844,0.38033497759298
"217","CNSC8","2800_28_2",10,3285,28,"T90","N","SSID","C","3300","28","SC_N",8.767,1.084,"lipid",0.400401949,0.325290513899205,0.251972299198145,0.396447355351845
"218","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"lipid",0.443206965,0.308686546456758,0.235700503632844,0.38033497759298
"219","CNSD1","280_31_2",4,311,31,"T90","N","SSID","D","300","31","SD_N",9.161,1.474,"lipid",0.443206965,0.308686546456758,0.235700503632844,0.38033497759298
"220","CNSD2","280_28_2",4,288,28,"T90","N","SSID","D","300","28","SD_N",8.986,0.612,"lipid",0.167846124,0.325290513899205,0.251972299198145,0.396447355351845
"221","CNSD3","400_31_2",6,405,31,"T90","N","SSID","D","420","31","SD_N",9.112,1.756,"lipid",0.382243094,0.308686546456758,0.235700503632844,0.38033497759298
"222","CNSD5","700_31_2",8,701,31,"T90","N","SSID","D","680","31","SD_N",10.957,0.502,"lipid",0.189131608,0.308686546456758,0.235700503632844,0.38033497759298
"223","CNSD6","700_28_2",8,673,28,"T90","N","SSID","D","680","28","SD_N",8.568,0.934,"lipid",0.338408997,0.325290513899205,0.251972299198145,0.396447355351845
"224","CNSD7","2800_31_2",10,3309,31,"T90","N","SSID","D","3300","31","SD_N",8.368,1.135,"lipid",0.53134309,0.308686546456758,0.235700503632844,0.38033497759298
"225","CNSD8","2800_28_2",10,3285,28,"T90","N","SSID","D","3300","28","SD_N",8.356,0.957,"lipid",0.327519389,0.325290513899205,0.251972299198145,0.396447355351845
"226","CNSD9","400_28_2",6,447,28,"T90","N","SSID","D","420","28","SD_N",8.1,1.296,"lipid",0.798658832,0.325290513899205,0.251972299198145,0.396447355351845
"227","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"lipid",0.154582837,0.325290513899205,0.251972299198145,0.396447355351845
"228","CNSE11","280_28_3",4,288,28,"T90","N","SSID","E","300","28","SE_N",10.4,0.529,"lipid",0.154582837,0.325290513899205,0.251972299198145,0.396447355351845
"229","CNSE20","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",11.112,0.495,"lipid",0.238912633,0.308686546456758,0.235700503632844,0.38033497759298
"230","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"lipid",0.308473686,0.308686546456758,0.235700503632844,0.38033497759298
"231","CNSE21","400_31_3",6,405,31,"T90","N","SSID","E","420","31","SE_N",9.522,0.84,"lipid",0.308473686,0.308686546456758,0.235700503632844,0.38033497759298
"232","CNSE22","400_28_3",6,447,28,"T90","N","SSID","E","420","28","SE_N",8.415,0.654,"lipid",0.029976578,0.325290513899205,0.251972299198145,0.396447355351845
"233","CNSE23","2800_28_3",10,3285,28,"T90","N","SSID","E","3300","28","SE_N",10.929,2.562,"lipid",0.95261644,0.325290513899205,0.251972299198145,0.396447355351845
"234","CNSE5","700_31_3",8,701,31,"T90","N","SSID","E","680","31","SE_N",10.615,0.754,"lipid",0.333028367,0.308686546456758,0.235700503632844,0.38033497759298
"235","CNSE7","2800_31_3",10,3309,31,"T90","N","SSID","E","3300","31","SE_N",12.69,0.512,"lipid",0.150601436,0.308686546456758,0.235700503632844,0.38033497759298
"236","CNSF13","700_28_3",8,673,28,"T90","N","SSID","F","680","28","SF_N",8.722,0.745,"lipid",0.202620641,0.325290513899205,0.251972299198145,0.396447355351845
"237","CNSF15","2800_31_3",10,3309,31,"T90","N","SSID","F","3300","31","SF_N",10.255,0.536,"lipid",0.187104234,0.308686546456758,0.235700503632844,0.38033497759298
"238","CNSF20","400_28_3",6,447,28,"T90","N","SSID","F","420","28","SF_N",6.942,0.792,"lipid",0.450717058,0.325290513899205,0.251972299198145,0.396447355351845
"239","CNSF23","280_28_3",4,288,28,"T90","N","SSID","F","300","28","SF_N",7.566,1.057,"lipid",0.615415876,0.325290513899205,0.251972299198145,0.396447355351845
"240","CNSF24","280_31_3",4,311,31,"T90","N","SSID","F","300","31","SF_N",11.243,0.756,"lipid",0.172083987,0.308686546456758,0.235700503632844,0.38033497759298
"241","CNSF25","2800_28_3",10,3285,28,"T90","N","SSID","F","3300","28","SF_N",9.462,0.581,"lipid",0.201486355,0.325290513899205,0.251972299198145,0.396447355351845
