"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","offset","param","value","mean","lowerci","upperci"
"20","CFAD2","280_28_2",4,288,28,"T90","F","PAST","D","300","28","AD_F",8.646,0.636,"chla",50.097,99.2446563471991,65.9871241117041,132.276840795592
"21","CFAD5","700_31_2",8,701,31,"T90","F","PAST","D","680","31","AD_F",9.903,0.555,"chla",153.354,99.5496393276784,63.5329853204618,135.795434336513
"22","CFAD6","700_28_2",8,673,28,"T90","F","PAST","D","680","28","AD_F",8.446,0.651,"chla",26.367,36.134378876364,4.15637486326872,68.6584005610439
"23","CFAD8","2800_28_2",10,3285,28,"T90","F","PAST","D","3300","28","AD_F",9.366,0.587,"chla",21.158,18.0062336658828,-16.8453470755396,48.3750249212443
"24","CFAD9","400_28_3",6,447,28,"T90","F","PAST","D","420","28","AD_F",6.6,1.591,"chla",80.502,67.0997682295401,36.3086038986265,98.8858082613986
"25","CFAE10","280_31_3",4,311,31,"T90","F","PAST","E","300","31","AE_F",8.362,1.256,"chla",188.735,157.450984285671,119.220901748658,195.401326158412
"26","CFAE15","280_28_3",4,288,28,"T90","F","PAST","E","300","28","AE_F",8.097,0.679,"chla",63.892,99.2446563471991,65.9871241117041,132.276840795592
"27","CFAE8","2800_28_3",10,3285,28,"T90","F","PAST","E","3300","28","AE_F",11.355,0.484,"chla",8.417,18.0062336658828,-16.8453470755396,48.3750249212443
"28","CFAF2","280_28_3",4,288,28,"T90","F","PAST","F","300","28","AF_F",10.805,1.157,"chla",96.569,99.2446563471991,65.9871241117041,132.276840795592
"29","CFAF3","400_31_3",6,405,31,"T90","F","PAST","F","420","31","AF_F",10.534,0.997,"chla",35.792,54.616898837076,16.3004289133611,93.1175276559166
"30","CFAF5","700_31_3",8,701,31,"T90","F","PAST","F","680","31","AF_F",10.342,0.822,"chla",96.989,99.5496393276784,63.5329853204618,135.795434336513
"31","CFAF6","700_28_3",8,673,28,"T90","F","PAST","F","680","28","AF_F",10.115,0.84,"chla",51.663,36.134378876364,4.15637486326872,68.6584005610439
"32","CFAF8","2800_28_3",10,3285,28,"T90","F","PAST","F","3300","28","AF_F",9.643,1.089,"chla",9.929,18.0062336658828,-16.8453470755396,48.3750249212443
"33","CFAF9","400_28_3",6,447,28,"T90","F","PAST","F","420","28","AF_F",5.018,1.893,"chla",29.005,67.0997682295401,36.3086038986265,98.8858082613986
"34","CFPA1","280_31_1",4,311,31,"T90","F","PSTR","A","300","31","PA_F",12.372,0.647,"chla",29.623,94.0554372200891,59.6179435685088,128.23050986186
"35","CFPA10","2800_28_2",10,3285,28,"T90","F","PSTR","A","3300","28","PA_F",14.24,0.878,"chla",65.144,56.3251698579765,30.2743785287783,83.3630067683338
"36","CFPA11","400_31_2",6,405,31,"T90","F","PSTR","A","420","31","PA_F",10.967,1.14,"chla",5.5,-2.86739485159587,-43.7767189675946,37.9275176180972
"37","CFPA12","280_31_2",4,311,31,"T90","F","PSTR","A","300","31","PA_F",18.462,0.298,"chla",7.846,94.0554372200891,59.6179435685088,128.23050986186
"38","CFPA2","280_28_1",4,288,28,"T90","F","PSTR","A","300","28","PA_F",11.998,0.667,"chla",166.62,163.718378706153,136.645804763081,191.579938101019
"39","CFPA20","700_31_2",8,701,31,"T90","F","PSTR","A","680","31","PA_F",10.441,1.58,"chla",28.552,-5.72860580339407,-45.2371942121585,33.7878159480448
"40","CFPA21","280_28_2",4,288,28,"T90","F","PSTR","A","300","28","PA_F",16.909,1.36,"chla",330.829,163.718378706153,136.645804763081,191.579938101019
"41","CFPA22","2800_31_2",10,3309,31,"T90","F","PSTR","A","3300","31","PA_F",9.655,0.57,"chla",6.684,-23.6269853126136,-58.2422233047278,11.5155828641753
"42","CFPA3","400_31_1",6,405,31,"T90","F","PSTR","A","420","31","PA_F",12.671,0.671,"chla",4.747,-2.86739485159587,-43.7767189675946,37.9275176180972
"43","CFPA6","700_28_1",8,673,28,"T90","F","PSTR","A","680","28","PA_F",11.948,1.758,"chla",78.813,58.7254031698269,30.7212079515475,87.6782828156677
"44","CFPA7","2800_31_1",10,3309,31,"T90","F","PSTR","A","3300","31","PA_F",11.518,0.478,"chla",4.141,-23.6269853126136,-58.2422233047278,11.5155828641753
"45","CFPA8","2800_28_1",10,3285,28,"T90","F","PSTR","A","3300","28","PA_F",7.292,0.754,"chla",38.96,56.3251698579765,30.2743785287783,83.3630067683338
"46","CFPA9","700_28_2",8,673,28,"T90","F","PSTR","A","680","28","PA_F",14.665,1.773,"chla",124.357,58.7254031698269,30.7212079515475,87.6782828156677
"47","CFPB1","400_28_1",6,447,28,"T90","F","PSTR","B","420","28","PB_F",7.942,1.007,"chla",205.345,137.484743965404,95.7351665874806,178.881766628393
"48","CFPB12","2800_28_1",10,3285,28,"T90","F","PSTR","B","3300","28","PB_F",9.46,0.581,"chla",60.801,56.3251698579765,30.2743785287783,83.3630067683338
"49","CFPB2","280_28_1",4,288,28,"T90","F","PSTR","B","300","28","PB_F",10.94,1.462,"chla",192.345,163.718378706153,136.645804763081,191.579938101019
"50","CFPB3","400_31_1",6,405,31,"T90","F","PSTR","B","420","31","PB_F",12.899,0.426,"chla",5.424,-2.86739485159587,-43.7767189675946,37.9275176180972
"51","CFPB6","700_28_1",8,673,28,"T90","F","PSTR","B","680","28","PB_F",11.396,1.799,"chla",221.579,58.7254031698269,30.7212079515475,87.6782828156677
"52","CFPB7","2800_31_1",10,3309,31,"T90","F","PSTR","B","3300","31","PB_F",8.536,0.937,"chla",23.009,-23.6269853126136,-58.2422233047278,11.5155828641753
"53","CFPB9","280_31_1",4,311,31,"T90","F","PSTR","B","300","31","PB_F",9.076,0.606,"chla",173.892,94.0554372200891,59.6179435685088,128.23050986186
"54","CFPC10","400_28_2",6,447,28,"T90","F","PSTR","C","420","28","PC_F",10.171,1.032,"chla",38.448,137.484743965404,95.7351665874806,178.881766628393
"55","CFPC11","280_28_2",4,288,28,"T90","F","PSTR","C","300","28","PC_F",12.342,1.215,"chla",207.448,163.718378706153,136.645804763081,191.579938101019
"56","CFPC12","700_31_2",8,701,31,"T90","F","PSTR","C","680","31","PC_F",11.884,0.463,"chla",19.036,-5.72860580339407,-45.2371942121585,33.7878159480448
"57","CFPC2","280_28_2",4,288,28,"T90","F","PSTR","C","300","28","PC_F",10.872,1.472,"chla",159.677,163.718378706153,136.645804763081,191.579938101019
"58","CFPC6","700_28_2",8,673,28,"T90","F","PSTR","C","680","28","PC_F",11.821,0.888,"chla",19.433,58.7254031698269,30.7212079515475,87.6782828156677
"59","CFPC8","2800_28_2",10,3285,28,"T90","F","PSTR","C","3300","28","PC_F",10.075,0.546,"chla",87.373,56.3251698579765,30.2743785287783,83.3630067683338
"60","CFPD1","280_31_2",4,311,31,"T90","F","PSTR","D","300","31","PD_F",12.425,1.69,"chla",23.711,94.0554372200891,59.6179435685088,128.23050986186
"61","CFPD11","2800_28_2",10,3285,28,"T90","F","PSTR","D","3300","28","PD_F",7.24,1.105,"chla",77.507,56.3251698579765,30.2743785287783,83.3630067683338
"62","CFPD2","280_28_2",4,288,28,"T90","F","PSTR","D","300","28","PD_F",11.427,0.7,"chla",219.443,163.718378706153,136.645804763081,191.579938101019
"63","CFPD5","700_31_2",8,701,31,"T90","F","PSTR","D","680","31","PD_F",8.533,0.645,"chla",7.645,-5.72860580339407,-45.2371942121585,33.7878159480448
"64","CFPD6","400_28_2",6,447,28,"T90","F","PSTR","D","420","28","PD_F",8.239,0.789,"chla",164.945,137.484743965404,95.7351665874806,178.881766628393
"65","CFPD7","2800_31_2",10,3309,31,"T90","F","PSTR","D","3300","31","PD_F",11.931,0.461,"chla",10.083,-23.6269853126136,-58.2422233047278,11.5155828641753
"66","CFPD8","2800_28_2",10,3285,28,"T90","F","PSTR","D","3300","28","PD_F",7.965,4.143,"chla",32.806,56.3251698579765,30.2743785287783,83.3630067683338
"67","CFPD9","700_28_2",8,673,28,"T90","F","PSTR","D","680","28","PD_F",7.055,0.78,"chla",19.637,58.7254031698269,30.7212079515475,87.6782828156677
"68","CFPE10","280_28_1",4,288,28,"T90","F","PSTR","E","300","28","PE_F",11.543,1.083,"chla",22.028,163.718378706153,136.645804763081,191.579938101019
"69","CFPE12","700_28_2",8,673,28,"T90","F","PSTR","E","680","28","PE_F",13.964,0.394,"chla",14.818,58.7254031698269,30.7212079515475,87.6782828156677
"70","CFPE14","280_28_2",4,288,28,"T90","F","PSTR","E","300","28","PE_F",8.052,0.994,"chla",133.943,163.718378706153,136.645804763081,191.579938101019
"71","CFPE2","280_28_3",4,288,28,"T90","F","PSTR","E","300","28","PE_F",10.804,0.602,"chla",28.079,163.718378706153,136.645804763081,191.579938101019
"72","CFPE40","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.408,0.585,"chla",35.975,56.3251698579765,30.2743785287783,83.3630067683338
"73","CFPE42","2800_28_1",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",9.626,0.675,"chla",80.703,56.3251698579765,30.2743785287783,83.3630067683338
"74","CFPE6","700_28_3",8,673,28,"T90","F","PSTR","E","680","28","PE_F",10.186,0.785,"chla",50.272,58.7254031698269,30.7212079515475,87.6782828156677
"75","CFPE8","2800_28_3",10,3285,28,"T90","F","PSTR","E","3300","28","PE_F",11.411,0.745,"chla",37.497,56.3251698579765,30.2743785287783,83.3630067683338
"76","CFPF1","280_31_3",4,311,31,"T90","F","PSTR","F","300","31","PF_F",10.667,0.75,"chla",65.921,94.0554372200891,59.6179435685088,128.23050986186
"77","CFPF2","280_28_3",4,288,28,"T90","F","PSTR","F","300","28","PF_F",11.07,0.497,"chla",28.832,163.718378706153,136.645804763081,191.579938101019
"78","CFPF6","700_28_3",8,673,28,"T90","F","PSTR","F","680","28","PF_F",11.765,0.637,"chla",9.643,58.7254031698269,30.7212079515475,87.6782828156677
"79","CFPF7","2800_31_3",10,3309,31,"T90","F","PSTR","F","3300","31","PF_F",12.335,1.5,"chla",25.589,-23.6269853126136,-58.2422233047278,11.5155828641753
"80","CFPF8","2800_28_3",10,3285,28,"T90","F","PSTR","F","3300","28","PF_F",15.117,0.695,"chla",46.865,56.3251698579765,30.2743785287783,83.3630067683338
"81","CFSA1","280_31_1",4,311,31,"T90","F","SSID","A","300","31","SA_F",10.283,2.237,"chla",99.083,112.528489190308,78.3403953328406,147.152451986625
"82","CFSA10","2800_28_1",10,3285,28,"T90","F","SSID","A","3300","28","SA_F",6.446,0.853,"chla",53.324,54.8739884424603,24.054204328054,86.2760793238226
"83","CFSA14","280_28_1",4,288,28,"T90","F","SSID","A","300","28","SA_F",4.661,1.18,"chla",80.513,118.154048495672,87.8250855489392,149.206010849298
"84","CFSA2","400_28_1",6,447,28,"T90","F","SSID","A","420","28","SA_F",8.3,0.783,"chla",154.015,161.562325951881,128.426629465977,192.714797286394
"85","CFSA3","400_31_1",6,405,31,"T90","F","SSID","A","420","31","SA_F",10.181,0.786,"chla",55.632,85.2475693155814,52.4457967508641,117.30014647449
"86","CFSA5","700_31_1",8,701,31,"T90","F","SSID","A","680","31","SA_F",8.918,0.617,"chla",106.384,87.7068530103585,58.1440704651502,118.559208162647
"87","CFSA6","700_28_1",8,673,28,"T90","F","SSID","A","680","28","SA_F",9.068,0.882,"chla",59.175,88.12347980288,59.6215662288795,117.829841571431
"88","CFSA7","2800_31_1",10,3309,31,"T90","F","SSID","A","3300","31","SA_F",8.812,0.624,"chla",16.317,38.9592154525698,9.63578642343657,69.1714791879405
"89","CFSB1","280_31_1",4,311,31,"T90","F","SSID","B","300","31","SB_F",12.31,0.975,"chla",137.614,112.528489190308,78.3403953328406,147.152451986625
"90","CFSB10","400_31_1",6,405,31,"T90","F","SSID","B","420","31","SB_F",11.296,0.487,"chla",95.786,85.2475693155814,52.4457967508641,117.30014647449
"91","CFSB13","400_28_1",6,447,28,"T90","F","SSID","B","420","28","SB_F",12.975,0.655,"chla",148.667,161.562325951881,128.426629465977,192.714797286394
"92","CFSB2","280_28_1",4,288,28,"T90","F","SSID","B","300","28","SB_F",10.805,0.602,"chla",151.102,118.154048495672,87.8250855489392,149.206010849298
"93","CFSB3","2800_28_1",10,3285,28,"T90","F","SSID","B","3300","28","SB_F",9.702,0.567,"chla",36.873,54.8739884424603,24.054204328054,86.2760793238226
"94","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"chla",101.591,87.7068530103585,58.1440704651502,118.559208162647
"95","CFSB5","700_31_1",8,701,31,"T90","F","SSID","B","680","31","SB_F",11.185,0.715,"chla",101.591,87.7068530103585,58.1440704651502,118.559208162647
"96","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"chla",62.333,88.12347980288,59.6215662288795,117.829841571431
"97","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"chla",62.333,88.12347980288,59.6215662288795,117.829841571431
"98","CFSB6","700_28_1",8,673,28,"T90","F","SSID","B","680","28","SB_F",12.153,0.453,"chla",62.333,88.12347980288,59.6215662288795,117.829841571431
"99","CFSB7","2800_31_1",10,3309,31,"T90","F","SSID","B","3300","31","SB_F",11.199,0.491,"chla",32.569,38.9592154525698,9.63578642343657,69.1714791879405
"100","CFSC14","400_28_2",6,447,28,"T90","F","SSID","C","420","28","SC_F",10.229,2.542,"chla",221.143,161.562325951881,128.426629465977,192.714797286394
"101","CFSC2","280_28_2",4,288,28,"T90","F","SSID","C","300","28","SC_F",8.893,0.843,"chla",156.962,118.154048495672,87.8250855489392,149.206010849298
"102","CFSC5","700_31_2",8,701,31,"T90","F","SSID","C","680","31","SC_F",9.915,0.958,"chla",151.218,87.7068530103585,58.1440704651502,118.559208162647
"103","CFSC6","700_28_2",8,673,28,"T90","F","SSID","C","680","28","SC_F",8.956,0.949,"chla",60.892,88.12347980288,59.6215662288795,117.829841571431
"104","CFSC7","2800_31_2",10,3309,31,"T90","F","SSID","C","3300","31","SC_F",9.433,1.219,"chla",100.383,38.9592154525698,9.63578642343657,69.1714791879405
"105","CFSC9","2800_28_2",10,3285,28,"T90","F","SSID","C","3300","28","SC_F",9.262,1.943,"chla",54.717,54.8739884424603,24.054204328054,86.2760793238226
"106","CFSD1","280_31_2",4,311,31,"T90","F","SSID","D","300","31","SD_F",10.682,0.515,"chla",29.713,112.528489190308,78.3403953328406,147.152451986625
"107","CFSD11","280_28_2",4,288,28,"T90","F","SSID","D","300","28","SD_F",10.905,0.734,"chla",152.771,118.154048495672,87.8250855489392,149.206010849298
"108","CFSD3","400_31_2",6,405,31,"T90","F","SSID","D","420","31","SD_F",10.206,0.539,"chla",11.22,85.2475693155814,52.4457967508641,117.30014647449
"109","CFSD4","280_28_3",4,288,28,"T90","F","SSID","D","300","28","SD_F",11.381,0.483,"chla",151.004,118.154048495672,87.8250855489392,149.206010849298
"110","CFSD5","700_31_2",8,701,31,"T90","F","SSID","D","680","31","SD_F",12.59,0.437,"chla",16.27,87.7068530103585,58.1440704651502,118.559208162647
"111","CFSD6","700_28_2",8,673,28,"T90","F","SSID","D","680","28","SD_F",9.677,0.878,"chla",140.083,88.12347980288,59.6215662288795,117.829841571431
"112","CFSD7","2800_31_2",10,3309,31,"T90","F","SSID","D","3300","31","SD_F",11.137,0.494,"chla",41.255,38.9592154525698,9.63578642343657,69.1714791879405
"113","CFSD8","2800_28_2",10,3285,28,"T90","F","SSID","D","3300","28","SD_F",8.568,1.459,"chla",51.169,54.8739884424603,24.054204328054,86.2760793238226
"114","CFSD9","400_28_2",6,447,28,"T90","F","SSID","D","420","28","SD_F",11.455,0.786,"chla",154.612,161.562325951881,128.426629465977,192.714797286394
"115","CFSE1","280_31_3",4,311,31,"T90","F","SSID","E","300","31","SE_F",8.451,0.651,"chla",72.003,112.528489190308,78.3403953328406,147.152451986625
"116","CFSE11","400_28_3",6,447,28,"T90","F","SSID","E","420","28","SE_F",1.88,3.457,"chla",208.94,161.562325951881,128.426629465977,192.714797286394
"117","CFSE3","400_31_3",6,405,31,"T90","F","SSID","E","420","31","SE_F",9.104,0.714,"chla",58.749,85.2475693155814,52.4457967508641,117.30014647449
"118","CFSE5","700_31_3",8,701,31,"T90","F","SSID","E","680","31","SE_F",9.119,0.713,"chla",37.308,87.7068530103585,58.1440704651502,118.559208162647
"119","CFSE6","700_28_3",8,673,28,"T90","F","SSID","E","680","28","SE_F",8.178,1.039,"chla",48.034,88.12347980288,59.6215662288795,117.829841571431
"120","CFSE7","2800_31_3",10,3309,31,"T90","F","SSID","E","3300","31","SE_F",8.936,1.455,"chla",13.658,38.9592154525698,9.63578642343657,69.1714791879405
"121","CFSE8","2800_28_3",10,3285,28,"T90","F","SSID","E","3300","28","SE_F",6.848,0.803,"chla",7.311,54.8739884424603,24.054204328054,86.2760793238226
"122","CFSF11","400_28_3",6,447,28,"T90","F","SSID","F","420","28","SF_F",10.117,1.137,"chla",171.593,161.562325951881,128.426629465977,192.714797286394
"123","CFSF16","2800_28_3",10,3285,28,"T90","F","SSID","F","3300","28","SF_F",11.373,0.484,"chla",27.908,54.8739884424603,24.054204328054,86.2760793238226
"124","CFSF2","280_28_3",4,288,28,"T90","F","SSID","F","300","28","SF_F",10.837,0.508,"chla",111.002,118.154048495672,87.8250855489392,149.206010849298
"125","CFSF3","400_31_3",6,405,31,"T90","F","SSID","F","420","31","SF_F",7.627,3.016,"chla",252.923,85.2475693155814,52.4457967508641,117.30014647449
"126","CFSF5","700_31_3",8,701,31,"T90","F","SSID","F","680","31","SF_F",9.508,1.21,"chla",126.153,87.7068530103585,58.1440704651502,118.559208162647
"127","CFSF6","700_28_3",8,673,28,"T90","F","SSID","F","680","28","SF_F",10.336,2.806,"chla",142.688,88.12347980288,59.6215662288795,117.829841571431
"128","CFSF7","2800_31_3",10,3309,31,"T90","F","SSID","F","3300","31","SF_F",11.597,0.905,"chla",42.792,38.9592154525698,9.63578642343657,69.1714791879405
"129","CNAA14","700_28_1",8,673,28,"T90","N","PAST","A","680","28","AA_N",12.178,1.314,"chla",33.119,31.2477624480284,-1.54493639308434,66.5696605449234
"130","CNAA2","280_28_1",4,288,28,"T90","N","PAST","A","300","28","AA_N",12.034,0.706,"chla",97.196,94.3580399188635,61.2527949748112,128.458817859758
"131","CNAA3","400_31_1",6,405,31,"T90","N","PAST","A","420","31","AA_N",10.905,1.651,"chla",32.162,49.7302824087403,14.3541960190885,87.3642801217244
"132","CNAA5","700_31_1",8,701,31,"T90","N","PAST","A","680","31","AA_N",10.874,0.506,"chla",39.027,94.6630228993428,61.2009269197604,131.269892002127
"133","CNAA6","400_28_1",6,447,28,"T90","N","PAST","A","420","28","AA_N",8.667,0.865,"chla",43.096,62.2131518012045,30.1569074900424,95.6097363845462
"134","CNAA7","2800_31_1",10,3309,31,"T90","N","PAST","A","3300","31","AA_N",11.976,0.459,"chla",4.993,61.0367314914925,19.2949382408076,101.453464644169
"135","CNAA9","2800_28_1",10,3285,28,"T90","N","PAST","A","3300","28","AA_N",10.005,2.299,"chla",15.319,13.1196172375472,-19.9913584964139,43.5420041597433
"136","CNAB10","280_28_1",4,288,28,"T90","N","PAST","B","300","28","AB_N",9.038,0.719,"chla",47.73,94.3580399188635,61.2527949748112,128.458817859758
"137","CNAB11","400_31_1",6,405,31,"T90","N","PAST","B","420","31","AB_N",7.304,0.89,"chla",60.745,49.7302824087403,14.3541960190885,87.3642801217244
"138","CNAB12","2800_28_1",10,3285,28,"T90","N","PAST","B","3300","28","AB_N",6.944,1.152,"chla",56.82,13.1196172375472,-19.9913584964139,43.5420041597433
"139","CNAB13","280_31_1",4,311,31,"T90","N","PAST","B","300","31","AB_N",12.161,1.48,"chla",253.783,152.564367857335,114.47381684099,189.185067578925
"140","CNAB19","400_28_1",6,447,28,"T90","N","PAST","B","420","28","AB_N",6.617,1.436,"chla",57.246,62.2131518012045,30.1569074900424,95.6097363845462
"141","CNAC1","280_31_2",4,311,31,"T90","N","PAST","C","300","31","AC_N",8.864,1.805,"chla",164.792,152.564367857335,114.47381684099,189.185067578925
"142","CNAC12","400_28_2",6,447,28,"T90","N","PAST","C","420","28","AC_N",6.932,1.515,"chla",106,62.2131518012045,30.1569074900424,95.6097363845462
"143","CNAC2","280_28_2",4,288,28,"T90","N","PAST","C","300","28","AC_N",11.649,0.472,"chla",55.548,94.3580399188635,61.2527949748112,128.458817859758
"144","CNAC3","400_31_2",6,405,31,"T90","N","PAST","C","420","31","AC_N",8.534,0.762,"chla",42.739,49.7302824087403,14.3541960190885,87.3642801217244
"145","CNAC5","700_31_2",8,701,31,"T90","N","PAST","C","680","31","AC_N",9.56,0.785,"chla",94.65,94.6630228993428,61.2009269197604,131.269892002127
"146","CNAC6","700_28_2",8,673,28,"T90","N","PAST","C","680","28","AC_N",10.235,0.782,"chla",14.221,31.2477624480284,-1.54493639308434,66.5696605449234
"147","CNAC8","2800_28_2",10,3285,28,"T90","N","PAST","C","3300","28","AC_N",10.829,0.739,"chla",27.853,13.1196172375472,-19.9913584964139,43.5420041597433
"148","CNAD10","280_28_2",4,288,28,"T90","N","PAST","D","300","28","AD_N",11.882,0.463,"chla",51.358,94.3580399188635,61.2527949748112,128.458817859758
"149","CNAD3","400_31_2",6,405,31,"T90","N","PAST","D","420","31","AD_N",12.839,0.506,"chla",27.453,49.7302824087403,14.3541960190885,87.3642801217244
"150","CNAD5","700_31_2",8,701,31,"T90","N","PAST","D","680","31","AD_N",12.119,0.866,"chla",143.251,94.6630228993428,61.2009269197604,131.269892002127
"151","CNAD6","700_28_2",8,673,28,"T90","N","PAST","D","680","28","AD_N",11.062,0.497,"chla",26.633,31.2477624480284,-1.54493639308434,66.5696605449234
"152","CNAD7","2800_31_2",10,3309,31,"T90","N","PAST","D","3300","31","AD_N",12.793,0.43,"chla",27.416,61.0367314914925,19.2949382408076,101.453464644169
"153","CNAD8","2800_28_2",10,3285,28,"T90","N","PAST","D","3300","28","AD_N",9.482,0.58,"chla",32.18,13.1196172375472,-19.9913584964139,43.5420041597433
"154","CNAD9","400_28_2",6,447,28,"T90","N","PAST","D","420","28","AD_N",12.847,0.506,"chla",8.845,62.2131518012045,30.1569074900424,95.6097363845462
"155","CNAE11","400_28_3",6,447,28,"T90","N","PAST","E","420","28","AE_N",9.245,1.028,"chla",65.248,62.2131518012045,30.1569074900424,95.6097363845462
"156","CNAE2","280_28_3",4,288,28,"T90","N","PAST","E","300","28","AE_N",8.297,1.145,"chla",145.836,94.3580399188635,61.2527949748112,128.458817859758
"157","CNAE5","700_31_3",8,701,31,"T90","N","PAST","E","680","31","AE_N",9.883,1.062,"chla",120.838,94.6630228993428,61.2009269197604,131.269892002127
"158","CNAE6","700_28_3",8,673,28,"T90","N","PAST","E","680","28","AE_N",9.108,0.878,"chla",76.818,31.2477624480284,-1.54493639308434,66.5696605449234
"159","CNAE7","2800_31_3",10,3309,31,"T90","N","PAST","E","3300","31","AE_N",7.256,0.758,"chla",39.875,61.0367314914925,19.2949382408076,101.453464644169
"160","CNAE8","2800_28_3",10,3285,28,"T90","N","PAST","E","3300","28","AE_N",7.201,0.764,"chla",24.352,13.1196172375472,-19.9913584964139,43.5420041597433
"161","CNAF1","280_31_3",4,311,31,"T90","N","PAST","F","300","31","AF_N",13.161,1.254,"chla",201.193,152.564367857335,114.47381684099,189.185067578925
"162","CNAF10","400_28_3",6,447,28,"T90","N","PAST","F","420","28","AF_N",7.282,0.893,"chla",92.958,62.2131518012045,30.1569074900424,95.6097363845462
"163","CNAF11","2800_28_3",10,3285,28,"T90","N","PAST","F","3300","28","AF_N",13.133,0.8,"chla",15.222,13.1196172375472,-19.9913584964139,43.5420041597433
"164","CNAF5","700_31_3",8,701,31,"T90","N","PAST","F","680","31","AF_N",11.216,1.649,"chla",30.645,94.6630228993428,61.2009269197604,131.269892002127
"165","CNAF6","700_28_3",8,673,28,"T90","N","PAST","F","680","28","AF_N",12.997,0.885,"chla",42.636,31.2477624480284,-1.54493639308434,66.5696605449234
"166","CNAF7","2800_31_3",10,3309,31,"T90","N","PAST","F","3300","31","AF_N",10.895,0.734,"chla",23.339,61.0367314914925,19.2949382408076,101.453464644169
"167","CNPA1","400_28_1",6,447,28,"T90","N","PSTR","A","420","28","PA_N",9.378,1.706,"chla",62.642,196.702721957062,153.17324840245,237.902190101187
"168","CNPA13","700_28_1",8,673,28,"T90","N","PSTR","A","680","28","PA_N",10.623,1.883,"chla",54.638,117.943381161485,86.4827122710934,150.056270597817
